date_year,date_month,country_iso,client_region_name,client_city_name,operator_name,device_count_all,sample_origin_all,sample_count_all,device_count_4g,sample_origin_4g,sample_count_4g,device_count_5g,sample_origin_5g,sample_count_5g,mid_dl_all,mid_ul_all,mid_dl_4g,mid_ul_4g,mid_dl_5g,mid_ul_5g,latency_all,avg_rsrp_rscp_all,avg_snr_all,latency_4g,avg_rsrp_rscp_4g,avg_snr_4g,latency_5g,avg_rsrp_rscp_5g,avg_snr_5g
2021,3,FI,Central Finland,Jyväskylä,DNA,304,676,605,292,637,566,18,27,27,41.5,11.9,41.1,11.9,364.2,29.5,29.5,-95.5,7.3,29.7,-96,7.1,20.1,-90.3,10.8
2021,3,FI,Central Finland,Jyväskylä,Elisa,715,2452,1729,630,1435,1286,100,983,413,54.2,14.9,43.2,11,280.1,49.1,23.5,-96.3,4.5,24.5,-96,4.3,18.4,-101.4,5.8
2021,3,FI,Central Finland,Jyväskylä,Telia,645,1358,1205,589,1208,1069,56,106,98,52,11.4,49.7,10.9,285.9,30,24,-94,8.1,23.3,-94.5,7.7,22.8,-93.3,17.8
2021,3,FI,Central Finland,Jämsä,DNA,60,112,95,54,101,85,0,0,0,18.1,7.2,19.9,8.5,0,0,29.6,-98.5,6.7,28.9,-99,6.7,0,0,0
2021,3,FI,Central Finland,Jämsä,Elisa,133,307,271,117,262,230,15,31,27,37.7,4.6,35.6,4.4,265.8,22.1,24.5,-102,3.1,24.3,-103.4,1.2,18.8,-95.8,11.6
2021,3,FI,Central Finland,Jämsä,Telia,150,377,326,132,223,208,12,125,99,78.7,10.2,49.7,10.2,279.4,15,23,-96,8.9,21.2,-95.8,6.7,23.1,-96.5,17
2021,3,FI,Central Finland,Keuruu,DNA,18,50,45,17,49,44,1,1,1,10.6,3.3,10.6,3.3,404.7,54.2,30.7,-103,6.3,31,-103,6.3,19,0,0
2021,3,FI,Central Finland,Keuruu,Elisa,61,139,123,59,136,120,1,1,1,20.4,9.7,21.3,9.7,187.2,15.7,30.6,-94,5.2,30.2,-94.4,5.2,24,0,0
2021,3,FI,Central Finland,Keuruu,Telia,39,96,86,36,90,80,0,0,0,27.7,8.8,35.2,9.4,0,0,21.8,-94.4,7.9,21,-94.9,7.9,0,0,0
2021,3,FI,Central Finland,Saarijärvi,DNA,20,64,56,19,50,45,0,0,0,24.1,4.7,26.3,6.6,0,0,33.7,-89.7,19.3,32.6,-91.2,19.3,0,0,0
2021,3,FI,Central Finland,Saarijärvi,Elisa,40,107,94,37,101,88,1,3,3,40.6,5.8,40,5.8,188,24.2,28.2,-102.5,7.7,28.1,-102.5,7.7,24.6,0,0
2021,3,FI,Central Finland,Saarijärvi,Telia,56,124,107,53,114,98,0,0,0,17,5.5,18.7,6.2,0,0,29.6,-95.5,9.3,29,-95.9,9.3,0,0,0
2021,3,FI,Central Finland,South Eastern Middle,DNA,24,62,51,22,52,41,0,0,0,14.7,6.7,19.1,8.8,0,0,28.5,-89.9,12.8,27,-90.2,12.8,0,0,0
2021,3,FI,Central Finland,South Eastern Middle,Elisa,53,111,102,49,103,95,1,1,1,35.8,4.5,37.8,4.6,227.3,11.8,20.9,-101,5.9,20.4,-101.8,6.1,17,0,0
2021,3,FI,Central Finland,South Eastern Middle,Telia,44,79,73,39,72,66,1,1,1,39.7,5.8,44,6.2,187.7,58.9,27.8,-99.8,5.7,27.4,-102.2,5.7,19,0,0
2021,3,FI,Central Finland,Viitasaari,DNA,24,48,32,22,44,30,0,0,0,14.2,5.2,15,5.3,0,0,31.1,-93.8,-4,30.6,-95.6,-8,0,0,0
2021,3,FI,Central Finland,Viitasaari,Elisa,43,74,71,39,64,62,1,1,1,23.9,5.3,31.1,7.1,86.3,51.3,30.4,-98.8,0.2,29.8,-99.6,0.3,19,0,0
2021,3,FI,Central Finland,Viitasaari,Telia,37,89,75,32,74,61,2,6,6,40.5,12.4,42.6,12.8,187.4,34.7,24.8,-93.7,3.8,23.1,-94.3,3.8,21,0,0
2021,3,FI,Central Finland,Äänekoski,DNA,45,144,113,44,132,104,0,0,0,12.4,3.8,19.2,4.1,0,0,36.9,-100.2,11.6,37.1,-101.5,11.6,0,0,0
2021,3,FI,Central Finland,Äänekoski,Elisa,95,323,271,91,260,217,7,38,31,50.5,8,49.5,7.5,248.3,26.2,25.3,-95.8,7.9,25.8,-97.9,6.7,18.7,-95.6,15.6
2021,3,FI,Central Finland,Äänekoski,Telia,95,178,161,91,173,156,1,1,1,36.8,11.2,39,11.7,147.8,37,26.2,-95.1,7,24.2,-95.1,7,18,0,0
2021,3,FI,Central Ostrobothnia,Kaustinen,DNA,16,49,42,14,46,40,0,0,0,16.6,9,17.6,10.3,0,0,36.3,-98.1,6.7,36.5,-100,10.1,0,0,0
2021,3,FI,Central Ostrobothnia,Kaustinen,Elisa,39,78,71,35,71,64,0,0,0,31.4,6.3,43.1,7.6,0,0,41.1,-96.5,13.3,40.6,-96.5,13.3,0,0,0
2021,3,FI,Central Ostrobothnia,Kaustinen,Telia,19,28,28,17,24,24,0,0,0,13.1,11.1,24.3,13.1,0,0,26.7,-93,4,25,-94.2,4,0,0,0
2021,3,FI,Central Ostrobothnia,Kokkola,DNA,92,201,178,86,179,159,4,11,8,29.6,8.8,30,8.8,239.2,39.8,35.3,-97.4,6.4,35.2,-98.9,4.4,26.5,-88.4,22.7
2021,3,FI,Central Ostrobothnia,Kokkola,Elisa,148,300,272,126,225,207,23,64,54,43.7,8,35.5,7.1,192,23.3,28.8,-98.5,5.8,30.1,-98.7,4.7,23.2,-98.7,9.8
2021,3,FI,Central Ostrobothnia,Kokkola,Telia,88,167,145,80,149,130,6,13,10,44,10,40.2,10,251.7,45.4,25.5,-96.3,3.9,25,-96.3,4,28.8,-119,4
2021,3,FI,Finland Proper,Loimaa,DNA,98,256,229,94,229,204,6,11,10,25.6,9.2,28.4,10.1,312.8,20.4,26.2,-96.6,6.3,26.2,-96.6,6.8,21.6,-110,0
2021,3,FI,Finland Proper,Loimaa,Elisa,113,250,224,105,224,203,3,9,6,26,5.7,26.9,6,185.5,21.4,20,-99.1,3.2,19.2,-99.4,3.7,24,0,0
2021,3,FI,Finland Proper,Loimaa,Telia,81,134,123,77,129,118,0,0,0,29.5,9.1,29.9,9.3,0,0,21.4,-95.9,4.6,21.2,-96.7,4.6,0,0,0
2021,3,FI,Finland Proper,Salo,DNA,167,403,367,160,377,342,6,13,12,19.4,7.4,19.6,7.4,208.9,27.9,26.7,-96.1,4.9,25,-96.1,5.1,25.5,-106,-11
2021,3,FI,Finland Proper,Salo,Elisa,199,522,442,183,385,343,17,119,82,38.9,6.4,29.3,5.4,345.1,10.7,19.3,-97.8,4.7,19.1,-98.1,4.7,16.6,-98.7,6.6
2021,3,FI,Finland Proper,Salo,Telia,148,274,258,141,257,242,6,7,6,35.5,8.4,36.4,8.7,139.4,19.1,21.3,-97.5,3.1,20.9,-97.5,3.7,19,-106,-21
2021,3,FI,Finland Proper,Turku,DNA,787,1868,1675,674,1410,1251,129,422,389,79,21.3,54.8,17.5,323.6,29.4,22.2,-96.8,7.3,23.5,-96.8,3.9,17.1,-97.8,14.1
2021,3,FI,Finland Proper,Turku,Elisa,1865,4195,3527,1686,3607,3024,189,432,371,40.8,10.1,37.1,9.6,220.7,30.4,21.8,-97.8,4.6,21.5,-98.1,4.3,18.5,-99.7,7.3
2021,3,FI,Finland Proper,Turku,Telia,1357,3497,2923,1249,2976,2492,130,426,351,43.4,10.7,39.5,10.3,286.2,21.5,21.1,-94.7,6.5,20.6,-94.5,6.6,20.4,-99.2,7
2021,3,FI,Finland Proper,Vakka-Suomi,DNA,90,202,175,85,194,167,0,0,0,15.6,7.3,17.5,7.8,0,0,25,-96.7,5.4,24.8,-97.2,5.4,0,0,0
2021,3,FI,Finland Proper,Vakka-Suomi,Elisa,79,160,141,75,151,133,1,1,1,28,6.8,29,6.8,148.9,34.4,20.7,-97.9,1.8,20.6,-97.9,2,16,0,0
2021,3,FI,Finland Proper,Vakka-Suomi,Telia,87,170,145,81,159,134,4,5,5,30.1,9.1,30.5,9.1,180.2,24.1,21.8,-97,7.3,21.7,-98.7,7.6,20.4,0,0
2021,3,FI,Finland Proper,Åboland-Turunmaa,DNA,35,80,74,31,70,66,3,8,6,28.4,10.6,19.8,10.3,390,27.5,27.1,-96.2,11.8,27.5,-96.6,12,19.9,-84,11
2021,3,FI,Finland Proper,Åboland-Turunmaa,Elisa,69,122,109,66,112,101,2,4,3,29.2,4.8,29.5,4.9,184.3,46.1,22.3,-98.9,3.9,21.5,-98.9,4.1,17.8,0,0
2021,3,FI,Finland Proper,Åboland-Turunmaa,Telia,73,157,129,71,147,120,0,0,0,22.2,5.7,24.7,6,0,0,25.5,-98,5.2,25.3,-98.8,5.6,0,0,0
2021,3,FI,Kainuu,Kajaani,DNA,190,491,400,184,444,373,4,27,9,48.5,19.1,49.3,19.7,177.4,54.9,33.3,-94,3.9,33.1,-94.4,4.1,30.4,0,0
2021,3,FI,Kainuu,Kajaani,Elisa,192,487,432,177,395,344,25,72,69,40.8,10.3,32.7,9.4,246.7,33.4,33.9,-94,5.8,34.1,-94,5.9,29.1,-97.6,3.7
2021,3,FI,Kainuu,Kajaani,Telia,175,318,303,165,302,288,2,2,2,39.9,10.3,40.7,11.2,151.7,103.3,33,-96.8,7.5,32.3,-97.2,7.9,28,0,0
2021,3,FI,Kainuu,Kehys-Kainuu,DNA,47,92,88,44,83,80,1,1,1,32,10.5,33.1,11.9,202.2,25.4,36.1,-92,5.9,35.9,-92,5.9,29,0,0
2021,3,FI,Kainuu,Kehys-Kainuu,Elisa,55,100,92,51,94,86,1,1,1,28.5,11.8,28.6,12.6,192.3,11.2,40.2,-93.9,4.1,40.5,-93.9,4.3,29,0,0
2021,3,FI,Kainuu,Kehys-Kainuu,Telia,55,87,80,51,80,73,0,0,0,9.7,20,10.6,21.2,0,0,39,-92,11.1,35.3,-92.6,11.1,0,0,0
2021,3,FI,Kymenlaakso,Kotka-Hamina,DNA,265,792,665,247,737,616,3,3,3,32.4,11.2,36.6,12.7,237.9,23.9,24.8,-95.9,4.3,24,-97.4,4.5,25.6,0,0
2021,3,FI,Kymenlaakso,Kotka-Hamina,Elisa,285,762,662,260,655,565,27,81,73,44.6,8.2,40.1,7.6,189.3,23.7,20.9,-96.7,7.9,20.9,-97,7.7,16.2,-99.3,10.2
2021,3,FI,Kymenlaakso,Kotka-Hamina,Telia,131,269,242,122,245,218,1,1,1,45.3,8.3,51.2,9.2,174,40.3,19.9,-96.8,6.3,18.1,-97.9,6.3,15,0,0
2021,3,FI,Kymenlaakso,Kouvola,DNA,225,593,504,216,559,471,6,9,9,32,12,34.1,12.4,277.4,19,25.3,-95.3,3.8,24.9,-96.1,4.2,17.8,0,0
2021,3,FI,Kymenlaakso,Kouvola,Elisa,582,1582,1377,518,1167,1036,64,340,273,33.4,7.4,25.2,6.3,243.1,18.1,30.8,-99,7,32.2,-99.6,4.8,21.4,-99.9,11.9
2021,3,FI,Kymenlaakso,Kouvola,Telia,213,508,443,196,464,404,12,28,23,24.3,6.1,24,6,300,21.9,21.2,-98,4.9,21,-97.8,5.1,18.8,-107.3,4
2021,3,FI,Lapland,Eastern Lapland,DNA,57,176,136,52,169,129,0,0,0,24.3,28,26.6,28.9,0,0,40.9,-94.4,4.3,40.8,-94.4,5.5,0,0,0
2021,3,FI,Lapland,Eastern Lapland,Elisa,73,129,120,69,123,114,2,2,2,24.3,6.4,24.3,6.4,225.2,41.1,40.7,-99.4,6.9,40.9,-100,7.5,31.5,0,0
2021,3,FI,Lapland,Eastern Lapland,Telia,92,293,246,88,271,225,1,1,1,12.6,9.6,14.5,9.8,222.5,16.6,37.3,-96.8,4.1,36.8,-97.8,4.2,40,0,0
2021,3,FI,Lapland,Kemi-Tornio,DNA,78,373,307,72,321,268,2,33,23,103.2,23.5,91.6,24.7,311.2,25.2,31.3,-96.6,5.9,31.1,-96.6,6,24.5,0,0
2021,3,FI,Lapland,Kemi-Tornio,Elisa,81,386,336,67,176,153,11,181,170,110.6,17.3,53,9.4,384.5,29.8,30,-90.6,0.7,32.7,-95.7,6.1,26.6,-85.8,0.2
2021,3,FI,Lapland,Kemi-Tornio,Telia,183,468,402,177,439,382,8,11,11,32,14.8,31.9,14.8,177.3,40,30.1,-96.9,6.4,29.6,-97.1,6.4,27.5,0,0
2021,3,FI,Lapland,Northern Lapland,DNA,47,100,86,47,96,82,1,4,4,35.2,19,34.2,18.6,251.6,31.5,39,-95.9,8.9,39.4,-95.9,8.9,30.5,0,0
2021,3,FI,Lapland,Northern Lapland,Elisa,53,125,114,52,117,107,0,0,0,22.4,3.1,22.9,3.6,0,0,42.8,-98.4,2.9,42.4,-99.3,2.9,0,0,0
2021,3,FI,Lapland,Northern Lapland,Telia,68,151,130,64,145,125,3,4,3,31.1,13.4,29.7,13.1,170.1,46.7,35.3,-98.3,8.6,35.3,-98.3,8.6,31.8,0,0
2021,3,FI,Lapland,Rovaniemi,DNA,90,169,145,88,165,141,1,1,1,52.8,25.6,52.9,25.7,174.9,53.7,34,-92.7,7.5,33.9,-93.1,8.4,26,0,0
2021,3,FI,Lapland,Rovaniemi,Elisa,112,291,264,92,189,176,29,94,80,52.4,11.1,40.3,10,250.6,19.8,38.2,-96,4,39.9,-97.4,4.5,32.3,-92.8,3.2
2021,3,FI,Lapland,Rovaniemi,Telia,198,463,415,187,438,392,3,3,3,46.9,23.2,48.2,24.6,180.2,55.4,32.1,-91.3,7.7,31.8,-91.7,7.7,29.6,0,0
2021,3,FI,Lapland,Tornio Valley,DNA,9,14,11,9,14,11,0,0,0,22.4,17.8,22.4,17.8,0,0,101.5,-98.3,0,101.5,-98.3,0,0,0,0
2021,3,FI,Lapland,Tornio Valley,Elisa,6,9,9,5,6,6,0,0,0,15.7,6,20,6.3,0,0,35.2,-93.6,0,33.1,-93.6,0,0,0,0
2021,3,FI,Lapland,Tornio Valley,Telia,18,34,32,16,28,27,0,0,0,27.7,8.6,39.9,9.5,0,0,38.2,-89.1,2,37.5,-95.5,0,0,0,0
2021,3,FI,Lapland,Tunturi Lapland,DNA,102,151,145,100,146,140,1,1,1,61.5,18.7,65.1,19.7,216.4,27.3,36.5,-93.6,9.4,36.4,-94.4,9.9,30,0,0
2021,3,FI,Lapland,Tunturi Lapland,Elisa,211,384,359,175,301,281,31,56,54,33.9,5.6,31.4,5.4,193.3,12.5,43.2,-99.2,4,43.3,-100.4,3.7,35.1,-103.7,9.6
2021,3,FI,Lapland,Tunturi Lapland,Telia,217,421,399,206,387,367,4,8,7,30.1,13.9,35,15.1,258.4,26.4,35.7,-96.6,5.3,34.9,-96.7,5.8,27.5,0,0
2021,3,FI,North Karelia,Ilomantsi,DNA,11,15,14,10,12,11,0,0,0,16.9,4.8,23.1,7.1,0,0,35.9,-100.8,2,36,-100.8,0,0,0,0
2021,3,FI,North Karelia,Ilomantsi,Elisa,17,29,25,11,15,15,0,0,0,10.8,2,48.7,5.6,0,0,37.9,-92.5,1.5,31.1,-95,3,0,0,0
2021,3,FI,North Karelia,Ilomantsi,Telia,6,13,13,6,10,10,0,0,0,8.7,0.9,15.1,3.4,0,0,46,-94.5,0,41.8,-104.3,0,0,0,0
2021,3,FI,North Karelia,Joensuu,DNA,192,449,395,186,414,360,5,10,10,40.8,14.2,42,16.1,194.8,21.4,32.6,-95.3,7.5,32.1,-95.7,7.5,30.2,0,0
2021,3,FI,North Karelia,Joensuu,Elisa,450,1031,932,396,844,761,62,152,137,44.7,9,40.1,7.9,201.5,19.5,27.7,-96.8,6.2,28.2,-96.8,5.8,21.6,-99.5,8.9
2021,3,FI,North Karelia,Joensuu,Telia,231,498,434,224,476,413,4,7,7,49.6,16.7,50.1,17.3,208.4,42.9,29.8,-93.9,9.5,28.7,-94.1,9.6,27.2,0,0
2021,3,FI,North Karelia,Middle Karelia,DNA,28,58,56,26,48,48,0,0,0,28.5,11.8,31.4,13.3,0,0,30.8,-98.6,4.7,29.8,-99,4.7,0,0,0
2021,3,FI,North Karelia,Middle Karelia,Elisa,44,104,98,40,94,89,2,2,2,37.3,4.7,38.8,5.4,179.7,49.6,25.5,-101.1,7,24.4,-101.9,7,21,0,0
2021,3,FI,North Karelia,Middle Karelia,Telia,30,52,48,29,49,45,0,0,0,21.3,10.8,21.8,11.6,0,0,26,-98,9,25.7,-100.1,9,0,0,0
2021,3,FI,North Karelia,Pielisen Karelia,DNA,51,97,90,50,94,87,1,1,1,32.9,12.1,32.9,12.1,349.5,54.6,31.2,-96.9,10.7,31.2,-97,10.7,32,0,0
2021,3,FI,North Karelia,Pielisen Karelia,Elisa,84,151,141,77,139,129,1,1,1,22.5,5.3,24.1,6,112.8,48.4,29.9,-99.3,3.7,27.8,-100.4,3.7,22,0,0
2021,3,FI,North Karelia,Pielisen Karelia,Telia,44,65,61,40,59,56,0,0,0,28.8,10,32.8,12.2,0,0,29.1,-97.7,6.5,27.6,-98.5,6.5,0,0,0
2021,3,FI,North Savonia,Kuopio,DNA,317,747,660,298,667,589,21,48,41,49.3,14.3,46.5,14,419.6,55.4,26.9,-93.8,8.2,26.9,-94.5,8.1,19.4,-90.4,14.3
2021,3,FI,North Savonia,Kuopio,Elisa,359,800,724,312,656,590,41,92,89,33.1,7.7,28.2,7.7,175.9,15.4,33.6,-94.5,3,33.8,-95.2,3.5,24.4,-101.4,1.5
2021,3,FI,North Savonia,Kuopio,Telia,238,471,419,220,396,354,20,48,39,39.2,9.6,36.9,9.6,306,31.7,26.6,-93,6.2,24.3,-93.2,5.8,23.7,-99.3,16.6
2021,3,FI,North Savonia,North Eastern Savonia,DNA,72,151,138,69,142,130,1,3,2,25.6,17.5,26.2,17.9,254.3,53.7,28.7,-97.1,6.3,28.1,-97.2,6.3,25.7,0,0
2021,3,FI,North Savonia,North Eastern Savonia,Elisa,69,176,139,61,161,124,6,9,9,20.7,6.4,20.1,6.4,229.6,19.1,37.7,-96.5,2.3,33.2,-97.9,1,22.3,-94,16
2021,3,FI,North Savonia,North Eastern Savonia,Telia,51,150,133,46,140,123,2,3,3,24.3,13.5,24.9,14.1,124.1,90.4,27.2,-97.9,6.1,26.6,-98.5,6.1,30.6,0,0
2021,3,FI,North Savonia,Upper Savonia,DNA,101,251,209,94,233,192,1,2,2,28.5,16.7,31.2,17.3,132.6,87,31.1,-95.2,6.2,30.4,-95.8,6.5,28,0,0
2021,3,FI,North Savonia,Upper Savonia,Elisa,130,352,321,122,306,276,8,36,35,33.4,8.4,28.7,8.4,223.9,15.2,32.4,-95.6,3.6,33,-94.3,4.9,25.8,-106.5,-10.1
2021,3,FI,North Savonia,Upper Savonia,Telia,127,331,297,123,318,284,2,2,2,35.8,9.8,37.8,10.5,244,114.1,30.1,-95.5,6.8,29.7,-95.8,6.8,43,0,0
2021,3,FI,North Savonia,Varkaus,DNA,120,305,278,113,227,202,3,3,3,18.6,7,22.4,12.2,247.4,57.7,35.9,-91.9,9.1,31.9,-96.9,9,26.3,-98,15
2021,3,FI,North Savonia,Varkaus,Elisa,156,421,362,148,391,337,4,12,11,27.9,7.2,27.9,7.5,182.2,8.1,31.6,-96.2,3.6,31.5,-96.7,3.5,26.2,-105.5,7
2021,3,FI,North Savonia,Varkaus,Telia,92,213,192,89,202,182,1,1,1,30,9.9,30.7,10.4,158.3,9.8,29.6,-96.8,4.3,29.3,-97,4.3,21,0,0
2021,3,FI,Northern Ostrobothnia,Koillismaa,DNA,132,264,247,126,254,237,0,0,0,32.3,17.1,35.5,18.3,0,0,35.5,-95.5,8.2,34.9,-95.8,8.4,0,0,0
2021,3,FI,Northern Ostrobothnia,Koillismaa,Elisa,119,242,219,103,188,173,13,37,29,29.4,7,25.8,6.5,199.2,29.9,37.2,-98,3.6,36.9,-98.6,3.4,32.4,-90.7,11.5
2021,3,FI,Northern Ostrobothnia,Koillismaa,Telia,131,234,222,124,225,214,4,5,4,24.7,12.9,24.7,12.9,267.1,23.7,34.2,-95.8,8.4,34.3,-96,8.4,31.3,0,0
2021,3,FI,Northern Ostrobothnia,Nivala-Haapajärvi,DNA,48,91,84,47,87,82,1,3,1,18,11.6,18,11.6,196.1,9.9,46.6,-95.8,2.6,46.7,-95.9,2.6,38.6,0,0
2021,3,FI,Northern Ostrobothnia,Nivala-Haapajärvi,Elisa,58,150,133,54,128,113,0,0,0,10.4,4.1,10.4,3.1,0,0,35,-98.4,1.6,34.7,-98.9,1.7,0,0,0
2021,3,FI,Northern Ostrobothnia,Nivala-Haapajärvi,Telia,32,55,54,28,46,45,1,2,2,26,8.6,38.1,12,194.2,2.7,30.3,-94,9.8,28.1,-95.9,10.3,32.5,-109,4
2021,3,FI,Northern Ostrobothnia,Oulu,DNA,633,1393,1257,579,1145,1053,48,168,133,47.3,13.6,44.5,12.7,429.2,53.7,33.4,-94.2,5.7,33.3,-95.3,6.1,23.9,-87.3,3.6
2021,3,FI,Northern Ostrobothnia,Oulu,Elisa,472,1192,1056,406,896,784,78,271,249,48.4,10,41,8.9,229,19.1,31.5,-95,7.1,32.2,-94.4,5.6,28.4,-99.2,9.7
2021,3,FI,Northern Ostrobothnia,Oulu,Telia,666,1335,1194,625,1200,1077,44,104,90,41.8,10.5,39.2,10.4,326,21.5,26.3,-94.5,4.4,26.3,-94.7,4.3,25.2,-93.3,5.6
2021,3,FI,Northern Ostrobothnia,Oulunkaari,DNA,98,172,160,89,155,146,2,2,2,34.7,12.6,37.6,13.5,272.2,29.1,36.9,-97.2,5.5,36,-98,5.5,26,0,0
2021,3,FI,Northern Ostrobothnia,Oulunkaari,Elisa,72,106,100,64,94,88,3,3,3,13.4,6.3,13.4,6.5,182.2,28.2,37.1,-99.4,0,35.7,-100.7,0,41.6,0,0
2021,3,FI,Northern Ostrobothnia,Oulunkaari,Telia,80,148,137,79,144,133,0,0,0,25.4,11.5,29.9,12.1,0,0,29.7,-97,8,29.5,-97.3,8,0,0,0
2021,3,FI,Northern Ostrobothnia,Raahe,DNA,82,186,174,76,175,163,2,2,2,26.1,10.4,30,10.6,817.2,110.9,36.1,-95.6,6.9,33.4,-96.5,5.6,38.5,-76,37
2021,3,FI,Northern Ostrobothnia,Raahe,Elisa,78,132,122,68,114,104,6,10,10,36.2,9.2,34.7,9.9,83.1,3.3,29.8,-94.6,5.4,28.8,-94.6,5.4,27.6,-97,0
2021,3,FI,Northern Ostrobothnia,Raahe,Telia,93,184,158,86,176,150,0,0,0,32.2,6.4,36.9,6.8,0,0,31.9,-98.3,5.6,31.7,-98.8,5.6,0,0,0
2021,3,FI,Northern Ostrobothnia,Siikalatva,DNA,23,63,57,20,54,48,2,2,2,13.2,9.6,15.9,10.1,424.8,53.7,37.1,-99.4,1,37.3,-100,1,27.5,-87,0
2021,3,FI,Northern Ostrobothnia,Siikalatva,Elisa,34,88,86,32,86,84,1,1,1,18.9,7.4,18.8,7.4,138.8,29,32.1,-97.6,0,32.3,-97.6,0,25,0,0
2021,3,FI,Northern Ostrobothnia,Siikalatva,Telia,23,36,34,23,36,34,0,0,0,33.3,8,33.3,8,0,0,30,-98.9,6,30,-98.9,6,0,0,0
2021,3,FI,Northern Ostrobothnia,Ylivieska,DNA,128,252,235,118,224,210,8,15,12,41.7,11.3,42.4,11.6,384.1,38.7,34.2,-96.7,6.4,34.1,-97.7,6,29,-97,0
2021,3,FI,Northern Ostrobothnia,Ylivieska,Elisa,128,277,263,121,243,229,6,20,20,28.1,6.3,27.3,6.3,222.8,12.1,32.3,-94.8,5.4,31.9,-95,5.2,31.4,-97.1,19
2021,3,FI,Northern Ostrobothnia,Ylivieska,Telia,85,244,228,81,230,215,3,7,6,45.2,10.7,45.3,10.9,185.7,21.4,27.6,-94.1,6.9,27.3,-94.5,6.8,27.6,-105,12
2021,3,FI,Ostrobothnia,Jakobstadsregionen,DNA,70,144,132,67,127,118,3,13,10,21.9,7.3,20.9,6.8,403,34.1,39.3,-96.8,7.3,39.9,-96.9,5,29.6,-96.3,19.4
2021,3,FI,Ostrobothnia,Jakobstadsregionen,Elisa,119,344,307,113,303,273,11,36,29,42.2,7.5,38.2,7,238.5,31.1,30.1,-97.1,6.9,30.6,-97.5,6.4,23.6,-92.2,21
2021,3,FI,Ostrobothnia,Jakobstadsregionen,Telia,78,229,217,73,221,209,2,2,2,49.7,12.8,50.7,13.3,230.9,56,25,-92.6,5.5,24.9,-92.7,5.7,20.5,0,0
2021,3,FI,Ostrobothnia,Kyrönmaa,DNA,37,104,89,35,88,74,4,8,8,30.5,11.8,30.5,11.8,169.1,27.7,28.1,-98.1,4.9,27.9,-99.8,5,22.1,-98.5,4.8
2021,3,FI,Ostrobothnia,Kyrönmaa,Elisa,58,104,93,55,98,87,2,2,2,27.3,6.6,30,6.8,237.7,25.7,27,-98,5.7,26,-98.2,5.7,20,0,0
2021,3,FI,Ostrobothnia,Kyrönmaa,Telia,43,74,69,41,71,66,2,2,2,21.3,7.9,21.3,7.9,168.9,31.1,27,-97.7,5.9,27.2,-97.7,5.9,21,0,0
2021,3,FI,Ostrobothnia,South Eastern Bothnia,ALCOM,1,2,2,1,2,2,0,0,0,5.3,10.3,5.3,10.3,0,0,39,-101.5,0,39,-101.5,0,0,0,0
2021,3,FI,Ostrobothnia,South Eastern Bothnia,DNA,15,35,32,13,33,30,0,0,0,9.3,1.7,9.3,1.7,0,0,33.4,-103.4,2.5,32.9,-104.3,2.5,0,0,0
2021,3,FI,Ostrobothnia,South Eastern Bothnia,Elisa,43,120,102,42,116,98,0,0,0,24.8,6.1,25.3,7.7,0,0,33.8,-99,5.9,33.7,-99,5.9,0,0,0
2021,3,FI,Ostrobothnia,South Eastern Bothnia,Telia,50,103,88,48,97,82,0,0,0,43,9.2,49.1,9.9,0,0,25.7,-96.7,8.7,24.3,-97.5,8.7,0,0,0
2021,3,FI,Ostrobothnia,Vaasa,DNA,128,287,260,120,241,220,11,36,31,51.4,16.9,45.6,14.8,353.3,32.2,28.1,-93.7,10.6,29,-93.6,6.2,20.3,-96.7,16.5
2021,3,FI,Ostrobothnia,Vaasa,Elisa,363,769,686,329,638,569,36,90,86,53.7,10.4,49.6,10.1,223.9,21.1,27.1,-95,6.2,26.9,-95.8,6.2,23.6,-96.6,8
2021,3,FI,Ostrobothnia,Vaasa,Telia,238,538,474,209,449,391,29,54,52,34.4,8.5,30.9,8.3,398.4,28.6,25.1,-94.9,5,24.2,-96.2,5.6,23.7,-95.9,2.5
2021,3,FI,Pirkanmaa,Jämsä,DNA,3,5,4,2,3,2,1,2,2,197.1,41.5,52.5,27.9,315.4,44.4,23.2,-85.5,2,22,-85.5,2,24.5,0,0
2021,3,FI,Pirkanmaa,Jämsä,Elisa,5,6,6,5,6,6,0,0,0,29.7,2.4,29.7,2.4,0,0,21,-102.6,3,21,-102.6,3,0,0,0
2021,3,FI,Pirkanmaa,Jämsä,Telia,12,25,23,12,25,23,0,0,0,22.4,6.5,22.4,6.5,0,0,20.3,-97.6,13.3,20.3,-97.6,13.3,0,0,0
2021,3,FI,Pirkanmaa,North Western Pirkanm,DNA,52,134,113,48,127,107,0,0,0,15.2,6.1,15.8,6.2,0,0,36.8,-97.8,5.3,28.7,-98.6,5.7,0,0,0
2021,3,FI,Pirkanmaa,North Western Pirkanm,Elisa,103,227,205,98,219,197,0,0,0,28,4.5,29.5,4.8,0,0,21,-100,7.3,19.7,-100,7.5,0,0,0
2021,3,FI,Pirkanmaa,North Western Pirkanm,Telia,78,150,133,71,132,118,4,10,8,43.5,5.6,43.5,5.6,204.5,17.8,20,-99.7,2.9,19.1,-100.5,2.9,17.2,0,0
2021,3,FI,Pirkanmaa,South Eastern Pirkanm,DNA,19,30,29,18,28,27,0,0,0,13.2,5.6,14.4,5.6,0,0,30.8,-102.6,10,29.5,-102.6,10,0,0,0
