PostCode,NAME_1,NAME_2,NAME_3,NAME_4,PostCode_Name,Surface_Area,Inhabitants,Inhabitants_Density,Average_age,Average_income,Accumulated_purchasing_power,Buildings,Building_Density,Inhabitants_per_Building,Enterprise_Density,Enterprise_Total
78500,Eastern Finland,North Savonia,Varkaus,Varkaus,78500  Pitkälänniemi-Könönpelto (Varkaus),14136272,2329,165,45,23618,43882892,969,69,2,15,214
78610,Eastern Finland,North Savonia,Varkaus,Varkaus,78610  Kurola (Varkaus),14616851,237,16,49,25160,4981699,145,10,2,1,12
78710,Eastern Finland,Southern Savonia,Varkaus,Kangaslampi,78710  Akonlahti (Varkaus),88435685,680,8,47,25420,13853901,399,5,2,1,54
78850,Eastern Finland,Southern Savonia,Juva,Joroinen,78850  Käpykangas (Varkaus),37921270,2822,74,48,23371,55483014,803,21,4,16,601
78870,Eastern Finland,North Savonia,Varkaus,Varkaus,78870  Kaura-Aho (Varkaus),5476026,2280,416,46,22656,42977700,731,133,3,94,517
78880,Eastern Finland,Southern Savonia,Juva,Joroinen,78880  Kuvansi (Joroinen),44306162,1146,26,45,25068,22937329,525,12,2,4,163
78900,Eastern Finland,North Savonia,Varkaus,Varkaus,78900  Ruokokoski (Varkaus),16636056,224,13,47,24386,4511424,130,8,2,3,46
79100,Eastern Finland,North Savonia,Varkaus,Leppävirta,79100  Leppävirta Keskus (Leppävirta),401629984,5313,13,50,23379,104642479,2054,5,3,5,2043
79130,Eastern Finland,North Savonia,Varkaus,Leppävirta,79130  Sorsakoski (Leppävirta),88982741,888,10,52,21017,16246395,477,5,2,2,172
79140,Eastern Finland,North Savonia,Varkaus,Leppävirta,79140  Kotalahti (Leppävirta),119375505,332,3,47,25595,7115307,198,2,2,0,46
79150,Eastern Finland,North Savonia,Varkaus,Leppävirta,79150  Konnuslahti-Valkeamäki (Leppävirta),140343540,385,3,47,25252,7878763,223,2,2,0,67
79160,Eastern Finland,North Savonia,Varkaus,Leppävirta,79160  Saamaiskylä (Leppävirta),30697711,64,2,55,22246,1334754,41,1,2,0,0
79180,Eastern Finland,North Savonia,Varkaus,Leppävirta,79180  Tuppurinmäki (Leppävirta),16383118,37,2,50,18276,548274,30,2,1,0,0
79190,Eastern Finland,North Savonia,Varkaus,Leppävirta,79190  Valkeamäki (Leppävirta),28867976,38,1,49,24810,793904,29,1,1,0,0
79230,Eastern Finland,North Savonia,Varkaus,Leppävirta,79230  Moninmäki (Leppävirta),31193762,51,2,55,21762,1001047,40,1,1,0,0
79255,Eastern Finland,North Savonia,Varkaus,Leppävirta,79255  Kurjala-Moninmäki (Leppävirta),66568652,150,2,42,22532,2365865,91,1,2,0,21
79265,Eastern Finland,North Savonia,Varkaus,Leppävirta,79265  Puponmäki (Leppävirta),50318305,100,2,49,23512,1927982,66,1,2,0,0
79330,Eastern Finland,North Savonia,Varkaus,Leppävirta,79330  Näädänmaa (Leppävirta),48857803,86,2,55,22244,1779507,84,2,1,0,10
79350,Eastern Finland,North Savonia,Varkaus,Leppävirta,79350  Itä-Soisalo (Leppävirta),111715754,73,1,61,22809,1642269,83,1,1,0,13
79410,Eastern Finland,North Savonia,Varkaus,Leppävirta,79410  Niinimäki (Leppävirta),72218954,133,2,50,21133,2472589,90,1,1,0,17
79480,Eastern Finland,Southern Savonia,Varkaus,Kangaslampi,79480  Kangaslampi Keskus (Varkaus),204215608,530,3,56,22100,10674257,365,2,1,0,55
79520,Eastern Finland,Southern Savonia,Varkaus,Kangaslampi,79520  Viljolahti (Varkaus),118181295,126,1,60,20250,2470533,127,1,1,0,17
79600,Eastern Finland,Southern Savonia,Juva,Joroinen,79600  Joroinen Keskus (Joroinen),229502508,2400,10,50,22293,45009483,1052,5,2,4,979
79620,Eastern Finland,Southern Savonia,Juva,Joroinen,79620  Huutokoski (Joroinen),46002728,184,4,51,23000,3703071,136,3,1,1,41
79630,Eastern Finland,Southern Savonia,Juva,Joroinen,79630  Kolma (Joroinen),50921978,224,4,45,24258,4293710,137,3,2,1,31
79660,Eastern Finland,Southern Savonia,Juva,Joroinen,79660  Kerisalo (Joroinen),36235449,161,4,46,22936,3119320,109,3,1,1,28
79680,Eastern Finland,Southern Savonia,Juva,Joroinen,79680  Lahnalahti (Joroinen),65130357,131,2,47,22522,2454952,97,1,1,0,21
79690,Eastern Finland,Southern Savonia,Juva,Joroinen,79690  Kaitainen (Joroinen),89105821,184,2,48,22367,3377420,120,1,2,1,55
79700,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79700  Heinävesi Keskus (Heinävesi),582583494,2186,4,54,21446,40339356,1208,2,2,1,752
79810,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79810  Karvion kanava (Heinävesi),100768394,199,2,52,22481,3934210,202,2,1,1,68
79820,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79820  Varistaipale (Heinävesi),50356831,92,2,58,22627,1945891,91,2,1,0,0
79830,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79830  Palokki (Heinävesi),40603375,71,2,54,17429,1115439,68,2,1,0,0
79850,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79850  Uusi-Valamo (Heinävesi),989210,0,0,0,0,0,1,1,0,0,0
79860,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79860  Suuraho - Uusi-Valamo (Heinävesi),127414625,169,1,54,20551,3041534,161,1,1,1,96
79885,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79885  Etelä-Petruma (Heinävesi),73564893,71,1,46,21002,1176138,56,1,1,0,0
79895,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79895  Sarvikumpu (Heinävesi),93109183,88,1,58,21679,1777704,97,1,1,0,11
79910,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79910  Kerma (Heinävesi),178081535,223,1,50,23329,4292545,188,1,1,0,23
79940,Eastern Finland,Southern Savonia,Savonlinna,Heinävesi,79940  Vihtari-Poikiinaho (Heinävesi),122974757,133,1,59,19808,2475975,141,1,1,0,14
80100,Eastern Finland,North Karelia,Joensuu,Joensuu,"80100  Joensuu Keskus, Pohjoinen (Joensuu)",9980030,9846,987,43,21378,193126148,1537,154,6,1556,15526
80110,Eastern Finland,North Karelia,Joensuu,Joensuu,80110  Joensuu Keskus Eteläinen (Joensuu),5443731,4662,856,45,24414,106542241,372,68,13,306,1667
80130,Eastern Finland,North Karelia,Joensuu,Joensuu,80130  Kanervala (Joensuu),8393053,2603,310,38,24118,50429814,1002,119,3,364,3051
80140,Eastern Finland,North Karelia,Joensuu,Joensuu,80140  Noljakka (Joensuu),25011948,8335,333,38,23099,151596938,1558,62,5,54,1351
80160,Eastern Finland,North Karelia,Joensuu,Joensuu,80160  Rantakylä-Latola (Joensuu),6395845,10101,1579,43,20717,173299313,1654,259,6,161,1031
80170,Eastern Finland,North Karelia,Joensuu,Joensuu,80170  Utra (Joensuu),5229646,3700,708,40,23353,68306629,889,170,4,58,304
80200,Eastern Finland,North Karelia,Joensuu,Joensuu,80200  Niinivaara (Joensuu),2060690,4519,2193,44,21636,87948560,667,324,7,1839,3789
80210,Eastern Finland,North Karelia,Joensuu,Joensuu,80210  Sairaala-alue (Joensuu),78367,5,64,,,,12,153,0,1672,131
80220,Eastern Finland,North Karelia,Joensuu,Joensuu,80220  Penttilä (Joensuu),17186095,4221,246,36,21949,80158925,458,27,9,71,1219
80230,Eastern Finland,North Karelia,Joensuu,Joensuu,80230  Hukanhauta (Joensuu),19193451,6214,324,38,25051,121244552,1654,86,4,25,487
80260,Eastern Finland,North Karelia,Joensuu,Joensuu,80260  Kettuvaara (Joensuu),25266634,5034,199,41,24462,99510394,1430,57,4,30,748
80330,Eastern Finland,North Karelia,Joensuu,Pyhäselkä,80330  Reijola (Joensuu),38484699,2330,61,41,25388,45724367,797,21,3,9,337
80400,Eastern Finland,North Karelia,Joensuu,Liperi,80400  Ylämylly (Liperi),120940769,5504,46,37,25013,100575435,1955,16,3,12,1453
80510,Eastern Finland,North Karelia,Joensuu,Kontiolahti,80510  Onttola-Kunnasniemi (Kontiolahti),95335003,1293,14,39,27973,26378162,544,6,2,2,166
80710,Eastern Finland,North Karelia,Joensuu,Kontiolahti,80710  Lehmo (Kontiolahti),67021614,5637,84,37,26613,109725334,1941,29,3,21,1437
80770,Eastern Finland,North Karelia,Joensuu,Kontiolahti,80770  Kontiolahti as (Kontiolahti),24049988,771,32,34,27389,13995710,336,14,2,6,133
80780,Eastern Finland,North Karelia,Joensuu,Kontiolahti,80780  Kontioniemi (Kontiolahti),13528966,418,31,37,34512,10042912,119,9,4,9,122
80790,Eastern Finland,North Karelia,Joensuu,Kontiolahti,80790  Kontioranta-Kontioniemi (Kontiolahti),6023736,65,11,38,21576,1100389,38,6,2,7,44
80850,Eastern Finland,North Karelia,Joensuu,Kontiolahti,80850  Paihola (Kontiolahti),28029254,538,19,39,22962,9529138,230,8,2,4,105
80910,Eastern Finland,North Karelia,Joensuu,Kontiolahti,80910  Kulho (Kontiolahti),111353237,1328,12,38,25935,24534783,581,5,2,1,111
81100,Eastern Finland,North Karelia,Joensuu,Kontiolahti,81100  Kontiolahti (Kontiolahti),192184326,2734,14,46,22990,50485591,939,5,3,4,786
81120,Eastern Finland,North Karelia,Joensuu,Kontiolahti,81120  Katajaranta (Kontiolahti),65773247,413,6,42,23864,7302530,194,3,2,1,57
81160,Eastern Finland,North Karelia,Joensuu,Kontiolahti,81160  Romppala-Riihikangas (Kontiolahti),207167702,240,1,46,20223,4024309,201,1,1,0,13
81200,Eastern Finland,North Karelia,Joensuu,Eno,81200  Eno Keskus (Joensuu),324599776,2601,8,51,21236,47526198,1270,4,2,2,518
81210,Eastern Finland,North Karelia,Joensuu,Eno,81210  Louhioja (Joensuu),6968686,321,46,34,23219,4527782,139,20,2,12,87
81220,Eastern Finland,North Karelia,Joensuu,Kontiolahti,81220  Jakokoski (Kontiolahti),66255309,694,10,38,25546,12977561,328,5,2,1,40
81230,Eastern Finland,North Karelia,Joensuu,Kontiolahti,81230  Mönni (Kontiolahti),45977557,162,4,46,22050,3064954,91,2,2,0,0
81235,Eastern Finland,North Karelia,Joensuu,Kontiolahti,81235  Lehtoi (Kontiolahti),93052468,277,3,37,25133,4976254,142,2,2,0,17
81260,Eastern Finland,North Karelia,Joensuu,Eno,81260  Ahveninen (Joensuu),103484485,157,2,49,26107,3472280,139,1,1,0,25
81270,Eastern Finland,North Karelia,Joensuu,Eno,81270  Paukkaja (Joensuu),17968469,100,6,48,21757,1740556,80,4,1,1,10
81280,Eastern Finland,North Karelia,Joensuu,Eno,81280  Uimaharju (Joensuu),211754821,1546,7,54,20914,28631554,882,4,2,3,623
81290,Eastern Finland,North Karelia,Joensuu,Eno,81290  Ukkola (Joensuu),38565479,223,6,49,19334,3654085,176,5,1,0,0
81295,Eastern Finland,North Karelia,Joensuu,Eno,81295  Haapalahti (Joensuu),90259230,133,1,51,21875,2471822,128,1,1,1,52
81320,Eastern Finland,North Karelia,Joensuu,Eno,81320  Kuismavaara (Joensuu),32892139,35,1,45,,,42,1,1,0,0
81330,Eastern Finland,North Karelia,Joensuu,Eno,81330  Luhtapohja (Joensuu),75516220,79,1,57,19396,1493484,90,1,1,0,0
81350,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,81350  Tokrajärvi (Ilomantsi),163753778,145,1,49,20732,2550087,147,1,1,0,13
81360,Eastern Finland,North Karelia,Joensuu,Eno,81360  Sarvinki (Joensuu),91530760,80,1,54,20515,1477064,90,1,1,0,0
81390,Eastern Finland,North Karelia,Joensuu,Eno,81390  Revonkylä (Joensuu),74461892,71,1,55,20721,1263966,73,1,1,0,0
81420,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,81420  Tyrjänsaari (Ilomantsi),108728334,63,1,61,20120,1187089,81,1,1,0,10
81430,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,81430  Kivilahti (Ilomantsi),290365365,72,0,63,19524,1327624,108,0,1,0,11
81450,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,81450  Huhus-Käenkoski (Ilomantsi),140166214,84,1,56,18609,1414250,72,1,1,0,0
81460,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,81460  Käenkoski (Ilomantsi),157228803,25,0,,,,35,0,1,0,0
81470,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,81470  Naarva (Ilomantsi),540910895,51,0,57,17497,839833,66,0,1,0,0
81560,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81560  Vuonisjärvi (Lieksa),80129842,173,2,48,20235,2812647,122,2,1,0,15
81570,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81570  Kelvä (Lieksa),111008083,110,1,51,20014,1881304,105,1,1,0,10
81590,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81590  Vuonislahti (Lieksa),105589245,139,1,57,19904,2468069,148,1,1,0,14
81650,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81650  Hattuvaara (Lieksa),848810450,119,0,61,20513,2379514,166,0,1,0,11
81660,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81660  Lehmikylä (Lieksa),13394772,13,1,,,,12,1,1,0,0
81700,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81700  Lieksa Keskus (Lieksa),637007902,5355,8,53,20507,96423205,2047,3,3,3,1834
81720,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81720  Mähkö-Timitra (Lieksa),179268470,2548,14,51,21376,47304388,1267,7,2,5,955
81750,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81750  Pankakoski (Lieksa),418262789,795,2,55,20353,14653947,570,1,1,0,205
81810,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81810  Jamali (Lieksa),72452632,294,4,48,22499,5602141,203,3,1,0,29
81820,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81820  Kylänlahti (Lieksa),248254176,296,1,52,21121,5343728,278,1,1,0,109
81850,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81850  Mätäsvaara (Lieksa),93661770,126,1,61,19045,2323520,159,2,1,0,0
81860,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81860  Viekijärvi (Lieksa),392689527,335,1,54,20507,6049683,327,1,1,0,48
81950,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81950  Pankajärvi (Lieksa),58546242,75,1,53,25757,1725702,66,1,1,0,0
81970,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,81970  Jongunjoki-Pankajärvi (Lieksa),637525173,149,0,55,21903,2869351,159,0,1,0,12
82110,Eastern Finland,North Karelia,Joensuu,Kiihtelysvaara,82110  Heinävaara (Joensuu),82425166,1010,12,39,23702,17657693,463,6,2,4,339
82120,Eastern Finland,North Karelia,Joensuu,Eno,82120  Keskijärvi (Joensuu),112860294,195,2,49,23507,3737614,141,1,1,0,0
82140,Eastern Finland,North Karelia,Joensuu,Kiihtelysvaara,82140  Kiihtelysvaara Keskus (Joensuu),209877612,805,4,53,22125,15487419,453,2,2,2,321
82160,Eastern Finland,North Karelia,Joensuu,Kiihtelysvaara,82160  Oskola (Joensuu),84199274,51,1,54,18859,848660,56,1,1,0,0
82170,Eastern Finland,North Karelia,Joensuu,Kiihtelysvaara,82170  Uskali (Joensuu),41126189,60,1,46,21088,948955,38,1,2,0,0
82180,Eastern Finland,North Karelia,Joensuu,Kiihtelysvaara,82180  Huhtilampi (Joensuu),37891339,70,2,51,19665,1258532,54,1,1,0,0
82200,Eastern Finland,North Karelia,Joensuu,Pyhäselkä,82200  Hammaslahti (Joensuu),202003473,3000,15,43,21798,51444352,1329,7,2,4,809
82210,Eastern Finland,North Karelia,Joensuu,Pyhäselkä,82210  Suhmura (Joensuu),26141866,509,19,45,26568,10388056,220,8,2,4,98
82220,Eastern Finland,North Karelia,Joensuu,Pyhäselkä,82220  Niittylahti (Joensuu),96827406,2142,22,34,25471,37110788,780,8,3,2,228
82290,Eastern Finland,North Karelia,Middle Karelia,Rääkkylä,82290  Nieminen (Rääkkylä),157676187,395,3,52,20755,7243552,321,2,1,0,36
82300,Eastern Finland,North Karelia,Middle Karelia,Rääkkylä,82300  Rääkkylä Keskus (Rääkkylä),154118915,881,6,57,19383,15351680,487,3,2,2,320
82310,Eastern Finland,North Karelia,Middle Karelia,Rääkkylä,82310  Oravisalo-Varpasalo (Rääkkylä),185007493,224,1,59,20748,4336305,208,1,1,0,27
82335,Eastern Finland,North Karelia,Middle Karelia,Rääkkylä,82335  Rasivaara (Rääkkylä),205092226,606,3,51,20722,10795952,450,2,1,0,84
82350,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82350  Tikkala (Tohmajärvi),74189797,329,4,45,23514,6231266,205,3,2,1,50
82360,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82360  Onkamo (Tohmajärvi),138623221,418,3,45,22706,7651912,294,2,1,0,20
82380,Eastern Finland,North Karelia,Middle Karelia,Kitee,82380  Tolosenmäki (Kitee),147990448,424,3,52,23322,8395926,324,2,1,1,148
82395,Eastern Finland,North Karelia,Middle Karelia,Kitee,82395  Haarajärvi (Kitee),43789170,144,3,46,22648,2649845,96,2,2,0,13
82430,Eastern Finland,North Karelia,Middle Karelia,Kitee,82430  Puhos-Leinovaara (Kitee),281328084,805,3,51,21196,14773950,620,2,1,1,332
82460,Eastern Finland,North Karelia,Middle Karelia,Kitee,82460  Hummovaara (Kitee),35254508,100,3,46,22650,1789354,72,2,1,0,13
82490,Eastern Finland,North Karelia,Middle Karelia,Kitee,82490  Heinoniemi (Kitee),100929276,118,1,60,20014,2201508,92,1,1,0,0
82500,Eastern Finland,North Karelia,Middle Karelia,Kitee,82500  Kitee Keskus (Kitee),313640488,5848,19,51,21402,106238837,2075,7,3,7,2095
82510,Eastern Finland,North Karelia,Middle Karelia,Kitee,82510  Kiteenlahti (Kitee),46693866,254,5,45,23594,4695192,161,3,2,1,34
82580,Eastern Finland,North Karelia,Middle Karelia,Kitee,82580  Juurikka (Kitee),117545175,328,3,54,21951,6321777,237,2,1,0,34
82590,Eastern Finland,North Karelia,Middle Karelia,Kitee,82590  Närsäkkälä (Kitee),82198893,113,1,59,21959,2327701,119,1,1,0,11
82600,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82600  Tohmajärvi Keskus (Tohmajärvi),392927838,2675,7,51,21136,48275739,1371,3,2,2,807
82655,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82655  Värtsilä Keskus (Tohmajärvi),69234513,295,4,51,18639,4696963,183,3,2,1,49
82660,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82660  Uusi-Värtsilä (Tohmajärvi),29870787,191,6,53,18816,3217490,155,5,1,0,0
82670,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82670  Kaurila (Tohmajärvi),45811045,105,2,48,21846,1900638,75,2,1,0,0
82675,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82675  Niirala-Jänisjoki (Tohmajärvi),12490626,93,7,51,21568,1617564,78,6,1,16,199
82685,Eastern Finland,North Karelia,Middle Karelia,Tohmajärvi,82685  Littilä (Tohmajärvi),82423506,168,2,47,23542,3295812,115,1,1,0,38
82710,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82710  Kovero (Joensuu),133572346,390,3,54,23246,8391978,294,2,1,1,131
82730,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82730  Tuupovaara Keskus-Pirttiaho (Joensuu),127858141,679,5,55,22289,13328740,360,3,2,2,260
82750,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82750  Öllölä (Joensuu),94550904,104,1,58,18576,1820403,88,1,1,0,12
82760,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82760  Hoilola (Joensuu),64947439,78,1,63,18845,1432201,87,1,1,0,0
82770,Eastern Finland,North Karelia,Middle Karelia,Värtsilä,82770  Kaustajärvi (Tohmajärvi),49741179,23,0,,,,25,1,1,0,0
82815,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82815  Marjovaara (Joensuu),67676195,124,2,59,20877,2463481,109,2,1,0,0
82820,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82820  Maukkula (Ilomantsi),117101436,240,2,50,22966,4639094,173,1,1,0,26
82830,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82830  Haukivaara (Ilomantsi),45013322,95,2,50,20177,1634339,74,2,1,0,0
82840,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82840  Pirttiaho (Joensuu),54182225,29,1,,,,24,0,1,0,0
82850,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82850  Kinnasniemi (Joensuu),28411262,64,2,52,18622,1080086,57,2,1,0,0
82865,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82865  Kokinvaara-Mannervaara (Joensuu),45373227,42,1,59,16797,655070,33,1,1,0,0
82870,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82870  Luutalahti (Joensuu),37896070,30,1,64,,,31,1,1,0,0
82880,Eastern Finland,North Karelia,Ilomantsi,Tuupovaara,82880  Mannervaara (Joensuu),32075697,17,1,,,,30,1,1,0,0
82900,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82900  Ilomantsi Keskus (Ilomantsi),706745114,3486,5,55,20541,63288003,1750,2,2,2,1259
82915,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82915  Sonkaja (Ilomantsi),94906515,180,2,50,20614,3112745,148,2,1,0,19
82960,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82960  Lehtovaara-Kuikkalampi (Ilomantsi),317096659,109,0,58,19361,1974851,107,0,1,0,12
82967,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82967  Hattu (Ilomantsi),366597416,75,0,58,18000,1260009,95,0,1,0,29
82980,Eastern Finland,North Karelia,Ilomantsi,Ilomantsi,82980  Möhkö (Ilomantsi),162602298,71,0,61,19001,1292048,102,1,1,0,21
83100,Eastern Finland,North Karelia,Joensuu,Liperi,83100  Liperi Keskus (Liperi),330649332,2417,7,50,21353,43581283,1170,4,2,2,758
83130,Eastern Finland,North Karelia,Joensuu,Liperi,83130  Salokylä (Liperi),23989988,383,16,40,24268,6964773,183,8,2,1,27
83140,Eastern Finland,North Karelia,Joensuu,Liperi,83140  Puromäki (Liperi),25022580,137,5,44,21723,2389482,79,3,2,1,18
83150,Eastern Finland,North Karelia,Joensuu,Liperi,83150  Roukalahti (Liperi),52840290,210,4,47,24250,4146758,140,3,2,0,24
83160,Eastern Finland,North Karelia,Joensuu,Liperi,83160  Tutjunniemi (Liperi),149581339,145,1,54,19979,2597255,113,1,1,0,34
83320,Eastern Finland,North Karelia,Joensuu,Liperi,83320  Risti-Juojärvi (Liperi),8234562,69,8,45,21025,1219466,51,6,1,0,0
83330,Eastern Finland,North Karelia,Joensuu,Liperi,83330  Kaatamo (Liperi),127759342,229,2,46,21978,3846235,169,1,1,0,29
83340,Eastern Finland,North Karelia,Joensuu,Liperi,83340  Kaarnalampi (Liperi),12421131,92,7,47,20708,1511696,66,5,1,1,12
83400,Eastern Finland,North Karelia,Joensuu,Liperi,83400  Viinijärvi (Liperi),130087191,1365,10,49,20637,24083599,803,6,2,1,184
83430,Eastern Finland,North Karelia,Joensuu,Liperi,83430  Käsämä (Liperi),72011213,531,7,44,24433,10384186,340,5,2,2,164
83450,Eastern Finland,North Karelia,Joensuu,Liperi,83450  Vaivio (Liperi),46458824,348,7,40,27790,7531106,208,4,2,1,47
83460,Eastern Finland,North Karelia,Joensuu,Liperi,83460  Harinjärvi (Liperi),25994471,316,12,42,27120,6617161,175,7,2,1,13
83480,Eastern Finland,North Karelia,Joensuu,Liperi,83480  Ahonkylä (Liperi),44646678,184,4,44,21241,3186133,136,3,1,0,13
83500,Eastern Finland,North Karelia,Joensuu,Outokumpu,83500  Outokumpu Keskus (Outokumpu),419355716,5790,14,48,20876,101602861,2393,6,2,5,2031
83550,Eastern Finland,North Karelia,Joensuu,Outokumpu,83550  Kokonvaara (Outokumpu),23205824,129,6,49,20540,2259345,89,4,1,0,0
83630,Eastern Finland,North Karelia,Joensuu,Outokumpu,83630  Kuusjärvi (Outokumpu),50675694,392,8,45,22020,6914136,271,5,1,1,26
83660,Eastern Finland,North Karelia,Joensuu,Outokumpu,83660  Varislahti (Outokumpu),103509735,286,3,46,26017,5723730,198,2,1,0,24
83700,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83700  Polvijärvi Keskus (Polvijärvi),377497578,2295,6,51,19973,39346386,1299,3,2,2,730
83720,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83720  Kuorevaara (Polvijärvi),46725622,266,6,48,22787,5149858,201,4,1,1,52
83750,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83750  Sotkuma (Polvijärvi),85634613,519,6,39,24362,9379385,288,3,2,1,78
83760,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83760  Sola (Polvijärvi),14108871,76,5,48,19587,1194837,49,3,2,2,26
83780,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83780  Horsmanaho (Polvijärvi),52669980,222,4,45,21124,3759993,142,3,2,1,43
83825,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83825  Kinahmo (Polvijärvi),104604516,267,3,53,21325,5075432,218,2,1,0,38
83830,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83830  Hukkala (Polvijärvi),82768679,118,1,51,18585,1858516,102,1,1,0,11
83835,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83835  Ruvaslahti (Polvijärvi),75460968,220,3,50,18898,3477245,166,2,1,1,52
83840,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83840  Saarivaara (Polvijärvi),33704922,45,1,55,18957,853083,43,1,1,0,0
83855,Eastern Finland,North Karelia,Joensuu,Polvijärvi,83855  Martonvaara-Sammakkovaara (Polvijärvi),92568660,133,1,55,20941,2512966,123,1,1,0,15
83870,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83870  Polvela-Timovaara (Juuka),169032756,191,1,54,18955,3203355,169,1,1,0,10
83880,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83880  Kajoo (Juuka),193293647,166,1,53,18095,2605699,145,1,1,0,16
83900,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83900  Juuka Keskus (Juuka),971063036,3345,3,53,20600,59574217,1818,2,2,1,1048
83910,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83910  Paalasmaa (Juuka),107956019,77,1,58,17931,1255141,85,1,1,0,0
83915,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83915  Vihtasuo (Juuka),872128,8,9,,,,3,3,3,0,0
83940,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83940  Nunnanlahti (Juuka),180355176,336,2,53,20536,5934970,302,2,1,1,191
83950,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83950  Ahmovaara (Juuka),193075864,424,2,52,19434,7132311,401,2,1,0,45
83960,Eastern Finland,North Karelia,Pielisen Karelia,Lieksa,83960  Koli (Lieksa),227290950,241,1,52,22651,4756621,349,2,1,1,139
83985,Eastern Finland,North Karelia,Pielisen Karelia,Juuka,83985  Tuopanjoki (Juuka),111059,2,18,,,,1,9,2,0,0
84100,Oulu,Northern Ostrobothnia,Ylivieska,Ylivieska,84100  Ylivieska Keskus (Ylivieska),252257959,13511,54,39,24015,244619217,4279,17,3,24,6069
84460,Oulu,Northern Ostrobothnia,Ylivieska,Ylivieska,84460  Tuomiperä (Ylivieska),101304685,188,2,40,23839,3289812,121,1,2,0,13
84540,Oulu,Northern Ostrobothnia,Ylivieska,Ylivieska,84540  Vähäkangas (Ylivieska),43833086,572,13,35,25115,9418075,259,6,2,1,35
