PostCode,NAME_1,NAME_2,NAME_3,NAME_4,PostCode_Name,Surface_Area,Inhabitants,Inhabitants_Density,Average_age,Average_income,Accumulated_purchasing_power,Buildings,Building_Density,Inhabitants_per_Building,Enterprise_Density,Enterprise_Total
100,Southern Finland,Uusimaa,Helsinki,Helsinki,00100  Helsinki Keskusta - Etu-Töölö (Helsinki),2353278,18334,7791,41,41681,673689606,635,270,29,22061,51915
120,Southern Finland,Uusimaa,Helsinki,Helsinki,00120  Punavuori (Helsinki),414010,7140,17246,41,47266,291108870,248,599,29,18244,7553
130,Southern Finland,Uusimaa,Helsinki,Helsinki,00130  Kaartinkaupunki (Helsinki),428960,1582,3688,41,61933,85096078,144,336,11,28306,12142
140,Southern Finland,Uusimaa,Helsinki,Helsinki,00140  Kaivopuisto - Ullanlinna (Helsinki),931841,7958,8540,42,62448,425146913,250,268,32,2869,2673
150,Southern Finland,Uusimaa,Helsinki,Helsinki,00150  Eira - Hernesaari (Helsinki),1367328,9420,6889,40,45692,379606569,375,274,25,3970,5428
160,Southern Finland,Uusimaa,Helsinki,Helsinki,00160  Katajanokka (Helsinki),541136,4832,8929,44,44623,181303861,141,261,34,6435,3482
170,Southern Finland,Uusimaa,Helsinki,Helsinki,00170  Kruununhaka (Helsinki),713343,7489,10498,41,42929,277623655,267,374,28,13519,9644
180,Southern Finland,Uusimaa,Helsinki,Helsinki,00180  Kamppi - Ruoholahti (Helsinki),1735293,14098,8124,40,34739,420829298,352,203,40,12772,22164
190,Southern Finland,Uusimaa,Helsinki,Helsinki,00190  Suomenlinna (Helsinki),765012,748,978,37,30364,16396804,116,152,6,582,445
200,Southern Finland,Uusimaa,Helsinki,Helsinki,00200  Lauttasaari (Helsinki),2619434,15904,6072,40,37708,501030910,595,227,27,865,2266
210,Southern Finland,Uusimaa,Helsinki,Helsinki,00210  Vattuniemi (Helsinki),1478221,8563,5793,42,42418,300067192,239,162,36,3483,5148
220,Southern Finland,Uusimaa,Helsinki,Helsinki,00220  Jätkäsaari (Helsinki),684781,7722,11277,33,29708,191048958,90,131,86,1944,1331
230,Southern Finland,Uusimaa,Helsinki,Helsinki,00230  Ilmala (Helsinki),171851,0,0,0,0,0,2,12,0,15537,2670
240,Southern Finland,Uusimaa,Helsinki,Helsinki,00240  Länsi-Pasila (Helsinki),2439966,5477,2245,42,27285,130858142,215,88,25,5655,13797
250,Southern Finland,Uusimaa,Helsinki,Helsinki,00250  Taka-Töölö (Helsinki),3065419,11503,3753,39,32576,330976147,413,135,28,2345,7189
260,Southern Finland,Uusimaa,Helsinki,Helsinki,00260  Keski-Töölö (Helsinki),751805,5603,7453,45,38116,191685547,145,193,39,9054,6807
270,Southern Finland,Uusimaa,Helsinki,Helsinki,00270  Pohjois-Meilahti (Helsinki),864732,7801,9021,40,30291,200281722,193,223,40,2403,2078
280,Southern Finland,Uusimaa,Helsinki,Helsinki,00280  Ruskeasuo (Helsinki),822672,2992,3637,41,28551,74204027,142,173,21,6421,5282
290,Southern Finland,Uusimaa,Helsinki,Helsinki,00290  Meilahden sairaala-alue (Helsinki),268739,145,540,45,40952,5282752,37,138,4,43514,11694
300,Southern Finland,Uusimaa,Helsinki,Helsinki,00300  Pikku Huopalahti (Helsinki),851105,5764,6772,41,28087,130547276,225,264,26,3189,2714
310,Southern Finland,Uusimaa,Helsinki,Helsinki,00310  Kivihaka (Helsinki),621966,911,1465,42,27667,22520773,32,51,28,923,574
320,Southern Finland,Uusimaa,Helsinki,Helsinki,00320  Etelä-Haaga (Helsinki),1942280,10344,5326,40,29175,264007648,409,211,25,933,1812
330,Southern Finland,Uusimaa,Helsinki,Helsinki,00330  Munkkiniemi (Helsinki),1726680,9122,5283,44,43340,330507116,390,226,23,1340,2314
340,Southern Finland,Uusimaa,Helsinki,Helsinki,00340  Kuusisaari-Lehtisaari (Helsinki),1008214,1776,1762,44,63919,90892273,227,225,8,364,367
350,Southern Finland,Uusimaa,Helsinki,Helsinki,00350  Munkkivuori-Niemenmäki (Helsinki),2211028,9223,4171,40,29152,225051571,267,121,35,868,1920
360,Southern Finland,Uusimaa,Helsinki,Helsinki,00360  Pajamäki (Helsinki),539398,1858,3445,41,26162,41912297,37,69,50,130,70
370,Southern Finland,Uusimaa,Helsinki,Helsinki,00370  Reimarla (Helsinki),3126200,6598,2111,40,27228,147110695,779,249,8,1446,4519
380,Southern Finland,Uusimaa,Helsinki,Helsinki,00380  Pitäjänmäen teollisuusalue (Helsinki),1261325,4581,3632,40,27723,106483193,174,138,26,13926,17565
390,Southern Finland,Uusimaa,Helsinki,Helsinki,00390  Konala (Helsinki),3232854,6451,1995,41,27196,145172465,753,233,9,1706,5516
400,Southern Finland,Uusimaa,Helsinki,Helsinki,00400  Pohjois-Haaga (Helsinki),1764452,9641,5464,41,24500,204302055,223,126,43,1174,2071
410,Southern Finland,Uusimaa,Helsinki,Helsinki,00410  Malminkartano (Helsinki),2124320,9556,4498,37,23019,178029400,391,184,24,741,1575
420,Southern Finland,Uusimaa,Helsinki,Helsinki,00420  Kannelmäki (Helsinki),2937878,13612,4633,42,23733,273407039,726,247,19,897,2635
430,Southern Finland,Uusimaa,Helsinki,Helsinki,00430  Maununneva (Helsinki),4772714,6894,1444,39,31401,170007564,1325,278,5,149,712
440,Southern Finland,Uusimaa,Helsinki,Helsinki,00440  Lassila (Helsinki),950305,4544,4782,44,26106,102127974,214,225,21,4944,4698
500,Southern Finland,Uusimaa,Helsinki,Helsinki,00500  Sörnäinen (Helsinki),585917,12297,20988,38,25643,301712952,226,386,54,14929,8747
510,Southern Finland,Uusimaa,Helsinki,Helsinki,00510  Etu-Vallila - Alppila (Helsinki),1062161,9814,9240,39,27408,247352791,380,358,26,16338,17354
520,Southern Finland,Uusimaa,Helsinki,Helsinki,00520  Itä-Pasila (Helsinki),1567139,7384,4712,39,27130,174231731,223,142,33,9680,15170
530,Southern Finland,Uusimaa,Helsinki,Helsinki,00530  Kallio (Helsinki),1588140,18616,11722,41,27839,485728960,346,218,54,9295,14762
540,Southern Finland,Uusimaa,Helsinki,Helsinki,00540  Kalasatama (Helsinki),683207,4044,5919,35,32244,106888589,97,142,42,717,490
550,Southern Finland,Uusimaa,Helsinki,Helsinki,00550  Vallila (Helsinki),946646,9170,9687,38,24800,204900613,194,205,47,2476,2344
560,Southern Finland,Uusimaa,Helsinki,Helsinki,00560  Toukola-Vanhakaupunki (Helsinki),3878502,13768,3550,37,29371,331152519,662,171,21,1586,6151
570,Southern Finland,Uusimaa,Helsinki,Helsinki,00570  Kulosaari (Helsinki),1796540,3988,2220,41,49804,159722635,452,252,9,665,1194
580,Southern Finland,Uusimaa,Helsinki,Helsinki,00580  Verkkosaari (Helsinki),1310059,3479,2656,37,29345,86566917,158,121,22,6247,8184
590,Southern Finland,Uusimaa,Helsinki,Helsinki,00590  Kaitalahti (Helsinki),1821381,2294,1259,39,31459,59394541,211,116,11,24,44
600,Southern Finland,Uusimaa,Helsinki,Helsinki,00600  Koskela-Helsinki (Helsinki),949209,3976,4189,44,23918,79432386,286,301,14,1406,1335
610,Southern Finland,Uusimaa,Helsinki,Helsinki,00610  Käpylä (Helsinki),1965661,8122,4132,41,28504,188607998,485,247,17,1854,3644
620,Southern Finland,Uusimaa,Helsinki,Helsinki,00620  Metsälä-Etelä-Oulunkylä (Helsinki),2102650,3277,1559,44,32402,88424387,409,195,8,3204,6737
630,Southern Finland,Uusimaa,Helsinki,Helsinki,00630  Maunula-Suursuo (Helsinki),2513374,8334,3316,43,25613,175602423,579,230,14,557,1400
640,Southern Finland,Uusimaa,Helsinki,Helsinki,00640  Oulunkylä-Patola (Helsinki),2259873,8542,3780,41,28864,200663448,648,287,13,886,2003
650,Southern Finland,Uusimaa,Helsinki,Helsinki,00650  Veräjämäki (Helsinki),1631932,4244,2601,39,30654,100822247,378,232,11,342,558
660,Southern Finland,Uusimaa,Helsinki,Helsinki,00660  Länsi-Pakila (Helsinki),2559655,6643,2595,44,39684,205759833,1459,570,5,458,1173
670,Southern Finland,Uusimaa,Helsinki,Helsinki,00670  Paloheinä (Helsinki),3040959,5984,1968,41,40266,180471782,1326,436,5,192,584
680,Southern Finland,Uusimaa,Helsinki,Helsinki,00680  Itä-Pakila (Helsinki),2164288,3670,1696,41,36553,101106952,832,384,4,428,926
690,Southern Finland,Uusimaa,Helsinki,Helsinki,00690  Tuomarinkylä-Torpparinmäki (Helsinki),4714016,2828,600,38,32463,67361255,658,140,4,77,363
700,Southern Finland,Uusimaa,Helsinki,Helsinki,00700  Malmi (Helsinki),6435483,13367,2077,40,24057,264260787,1402,218,10,1568,10094
710,Southern Finland,Uusimaa,Helsinki,Helsinki,00710  Pihlajamäki (Helsinki),2823097,12835,4546,41,23595,247417209,403,143,32,439,1239
720,Southern Finland,Uusimaa,Helsinki,Helsinki,00720  Pukinmäki-Savela (Helsinki),2088327,8915,4269,41,24363,179675111,564,270,16,797,1665
730,Southern Finland,Uusimaa,Helsinki,Helsinki,00730  Tapanila (Helsinki),3624816,11305,3119,40,29584,259247668,1937,534,6,356,1289
740,Southern Finland,Uusimaa,Helsinki,Helsinki,00740  Siltamäki (Helsinki),3550365,10567,2976,40,26821,221649466,1576,444,7,359,1276
750,Southern Finland,Uusimaa,Helsinki,Helsinki,00750  Puistola (Helsinki),3045127,9562,3140,39,25909,194137108,1434,471,7,852,2595
760,Southern Finland,Uusimaa,Helsinki,Helsinki,00760  Suurmetsä (Helsinki),3363242,7603,2261,40,31657,183485340,1693,503,4,415,1395
770,Southern Finland,Uusimaa,Helsinki,Helsinki,00770  Jakomäki - Alppikylä (Helsinki),3546000,7492,2113,38,22350,132894630,607,171,12,567,2010
780,Southern Finland,Uusimaa,Helsinki,Helsinki,00780  Tapaninvainio (Helsinki),2282750,6961,3049,45,30615,174630485,1386,607,5,270,616
790,Southern Finland,Uusimaa,Helsinki,Helsinki,00790  Viikki (Helsinki),3725157,10968,2944,34,25385,211605293,410,110,27,1269,4726
800,Southern Finland,Uusimaa,Helsinki,Helsinki,00800  Länsi-Herttoniemi (Helsinki),3052566,7267,2381,41,26970,163817348,460,151,16,295,901
810,Southern Finland,Uusimaa,Helsinki,Helsinki,00810  Herttoniemi (Helsinki),2268313,12432,5481,38,28383,287772344,282,124,44,1356,3076
820,Southern Finland,Uusimaa,Helsinki,Helsinki,00820  Roihuvuori (Helsinki),1295254,7583,5854,41,23840,150171279,164,127,46,753,975
830,Southern Finland,Uusimaa,Helsinki,Helsinki,00830  Tammisalo (Helsinki),1599520,2301,1439,44,65563,117291522,367,229,6,148,236
840,Southern Finland,Uusimaa,Helsinki,Helsinki,00840  Laajasalo (Helsinki),3013995,8263,2742,45,32553,220706487,732,243,11,280,844
850,Southern Finland,Uusimaa,Helsinki,Helsinki,00850  Jollas (Helsinki),4156916,3140,755,39,44651,103767836,742,178,4,70,291
860,Southern Finland,Uusimaa,Helsinki,Helsinki,00860  Santahamina (Helsinki),6393082,371,58,29,31560,8237245,118,18,3,117,747
870,Southern Finland,Uusimaa,Helsinki,Helsinki,00870  Etelä-Laajasalo (Helsinki),1407889,6340,4503,39,26872,134361008,377,268,17,246,347
880,Southern Finland,Uusimaa,Helsinki,Helsinki,00880  Roihupellon teollisuusalue (Helsinki),1769751,719,406,43,27046,17201518,240,136,3,4367,7728
890,Southern Finland,Uusimaa,Helsinki,Helsinki,00890  Östersundom (Helsinki),27345953,1866,68,40,56321,79919020,911,33,2,16,451
900,Southern Finland,Uusimaa,Helsinki,Helsinki,00900  Puotinharju (Helsinki),1169003,4203,3595,43,23048,81591020,174,149,24,938,1096
910,Southern Finland,Uusimaa,Helsinki,Helsinki,00910  Puotila (Helsinki),1118992,5909,5281,43,24360,121094978,234,209,25,634,710
920,Southern Finland,Uusimaa,Helsinki,Helsinki,00920  Myllypuro (Helsinki),3573373,13946,3903,41,25360,279186194,1097,307,13,503,1797
930,Southern Finland,Uusimaa,Helsinki,Helsinki,00930  Itäkeskus-Marjaniemi (Helsinki),2034415,6813,3349,42,29115,160045030,698,343,10,1928,3922
940,Southern Finland,Uusimaa,Helsinki,Helsinki,00940  Kontula - Vesala (Helsinki),5776813,25772,4461,41,21706,447576574,1315,228,20,583,3365
950,Southern Finland,Uusimaa,Helsinki,Helsinki,00950  Vartioharju (Helsinki),3135342,6189,1974,41,32828,160005675,1509,481,4,411,1288
960,Southern Finland,Uusimaa,Helsinki,Helsinki,00960  Pohjois-Vuosaari (Helsinki),2504021,7246,2894,43,25281,149967431,309,123,23,174,436
970,Southern Finland,Uusimaa,Helsinki,Helsinki,00970  Mellunmäki (Helsinki),3453709,10782,3122,43,23609,209997922,710,206,15,193,667
980,Southern Finland,Uusimaa,Helsinki,Helsinki,00980  Etelä-Vuosaari (Helsinki),10710384,23223,2168,41,24149,442920921,1326,124,18,474,5081
990,Southern Finland,Uusimaa,Helsinki,Helsinki,00990  Aurinkolahti (Helsinki),2565419,8555,3335,42,30220,211631824,212,83,40,362,928
1120,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,01120  Västerskog (Sipoo),24817052,1389,56,43,36417,39694434,706,28,2,8,198
1150,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,01150  Söderkulla (Sipoo),48724858,6159,126,38,33901,156249734,1764,36,3,30,1472
1180,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,01180  Kalkkiranta (Sipoo),16962601,452,27,44,34139,12290130,273,16,2,2,40
1190,Southern Finland,Eastern Uusimaa,Porvoo,Sipoo,01190  Box (Sipoo),32270791,1003,31,43,29667,23288254,504,16,2,4,124
1200,Southern Finland,Uusimaa,Helsinki,Vantaa,01200  Hakunila (Vantaa),19506779,12793,656,38,23096,227937572,917,47,14,138,2701
1230,Southern Finland,Uusimaa,Helsinki,Vantaa,01230  Vaarala (Vantaa),3386757,2981,880,39,28343,68024323,525,155,6,687,2328
1260,Southern Finland,Uusimaa,Helsinki,Vantaa,01260  Itä-Hakkila (Vantaa),8277506,4864,588,40,30839,113949345,1500,181,3,240,1987
1280,Southern Finland,Uusimaa,Helsinki,Vantaa,01280  Länsimäki (Vantaa),3479420,9849,2831,40,24897,196761564,921,265,11,185,644
1300,Southern Finland,Uusimaa,Helsinki,Vantaa,01300  Tikkurila (Vantaa),6007207,21543,3586,41,26820,489381422,1845,307,12,1986,11931
1340,Southern Finland,Uusimaa,Helsinki,Vantaa,01340  Leinelä (Vantaa),230648,2183,9465,35,25003,47155601,54,234,40,238,55
1350,Southern Finland,Uusimaa,Helsinki,Vantaa,01350  Hiekkaharju (Vantaa),2811048,10351,3682,39,26074,215290193,1076,383,10,373,1049
1360,Southern Finland,Uusimaa,Helsinki,Vantaa,01360  Koivukylä-Havukoski (Vantaa),5764302,12314,2136,40,22588,226081239,849,147,15,282,1625
1370,Southern Finland,Uusimaa,Helsinki,Vantaa,01370  Jokiniemi (Vantaa),3261820,6612,2027,34,24424,129371780,487,149,14,481,1569
1380,Southern Finland,Uusimaa,Helsinki,Vantaa,01380  Kuusikko-Hakkila (Vantaa),4403607,1965,446,38,30935,44206522,592,134,3,1205,5306
1390,Southern Finland,Uusimaa,Helsinki,Vantaa,01390  Ruskeasanta-Ilola (Vantaa),7098930,9222,1299,37,30690,211360323,2294,323,4,151,1072
1400,Southern Finland,Uusimaa,Helsinki,Vantaa,01400  Rekola (Vantaa),5729115,9193,1605,40,26451,190420645,1804,315,5,465,2662
1420,Southern Finland,Uusimaa,Helsinki,Vantaa,01420  Päiväkumpu (Vantaa),3919259,3151,804,40,30653,72279793,1048,267,3,71,278
1450,Southern Finland,Uusimaa,Helsinki,Vantaa,01450  Korso (Vantaa),14298099,18287,1279,40,26413,380932350,3533,247,5,229,3281
1480,Southern Finland,Uusimaa,Helsinki,Vantaa,01480  Mikkola (Vantaa),2933483,6395,2180,40,25750,129880782,1002,342,6,307,901
1490,Southern Finland,Uusimaa,Helsinki,Vantaa,01490  Nikinmäki (Vantaa),6211953,4390,707,35,32141,98575448,1345,217,3,85,526
1510,Southern Finland,Uusimaa,Helsinki,Vantaa,01510  Kirkonkylä-Veromäki (Vantaa),7649960,6683,874,34,27392,138140334,755,99,9,2486,19015
1520,Southern Finland,Uusimaa,Helsinki,Vantaa,01520  Tammisto (Vantaa),2029811,7833,3859,33,31223,175315055,406,200,19,437,888
1530,Southern Finland,Uusimaa,Helsinki,Vantaa,01530  Veromiehenkylä (Vantaa),17319257,605,35,33,22996,12394800,264,15,2,1174,20338
1600,Southern Finland,Uusimaa,Helsinki,Vantaa,01600  Myyrmäki (Vantaa),2613983,17374,6647,43,23995,346253926,370,142,47,1888,4936
1610,Southern Finland,Uusimaa,Helsinki,Vantaa,01610  Kaivoksela (Vantaa),2775026,5715,2059,40,25996,127590659,315,114,18,1053,2921
1620,Southern Finland,Uusimaa,Helsinki,Vantaa,01620  Martinlaakso (Vantaa),3163067,12730,4025,41,24796,258824228,612,193,21,1808,5719
1630,Southern Finland,Uusimaa,Helsinki,Vantaa,01630  Hämeenkylä (Vantaa),2645689,2081,787,40,33938,54504458,380,144,5,113,299
1640,Southern Finland,Uusimaa,Helsinki,Vantaa,01640  Hämevaara (Vantaa),3107721,3420,1100,40,30079,82055731,701,226,5,352,1093
1650,Southern Finland,Uusimaa,Helsinki,Vantaa,01650  Vapaala (Vantaa),2132777,4097,1921,42,30004,98832512,783,367,5,621,1324
1660,Southern Finland,Uusimaa,Helsinki,Vantaa,01660  Varisto (Vantaa),1007947,2317,2299,42,27361,50180129,415,412,6,313,315
1670,Southern Finland,Uusimaa,Helsinki,Vantaa,01670  Vantaanlaakso (Vantaa),2287549,2851,1246,40,31689,70825869,553,242,5,802,1834
1680,Southern Finland,Uusimaa,Helsinki,Vantaa,01680  Askisto (Vantaa),6601075,2054,311,38,31526,48234248,616,93,3,35,228
1690,Southern Finland,Uusimaa,Helsinki,Vantaa,01690  Ylästö (Vantaa),6045929,4975,823,35,37443,127342301,1319,218,4,102,614
1700,Southern Finland,Uusimaa,Helsinki,Vantaa,01700  Kivistö (Vantaa),4607968,9812,2129,32,28414,221826395,1240,269,8,155,714
1710,Southern Finland,Uusimaa,Helsinki,Vantaa,01710  Pähkinärinne (Vantaa),1234759,5168,4185,41,25618,108466656,179,145,29,357,441
1720,Southern Finland,Uusimaa,Helsinki,Vantaa,01720  Petikko (Vantaa),4257140,60,14,45,23429,1335455,125,29,0,865,3683
1730,Southern Finland,Uusimaa,Helsinki,Vantaa,01730  Vantaanpuisto (Vantaa),14628562,2630,180,39,30233,60950500,733,50,4,98,1439
1740,Southern Finland,Uusimaa,Helsinki,Vantaa,01740  Tuupakan teollisuusalue (Vantaa),8136713,198,24,44,32607,5217042,210,26,1,555,4519
1750,Southern Finland,Uusimaa,Helsinki,Vantaa,01750  Keimola (Vantaa),22646757,838,37,40,37682,24267113,392,17,2,15,347
1760,Southern Finland,Uusimaa,Helsinki,Vantaa,01760  Seutula (Vantaa),33019746,2024,61,43,28437,45555781,904,27,2,18,609
1770,Southern Finland,Uusimaa,Helsinki,Vantaa,01770  Martinlaakson teollisuusalue (Vantaa),188347,0,0,0,0,0,7,37,0,3212,605
1800,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01800  Klaukkala Keskus (Nurmijärvi),21366979,9476,443,39,29352,215029676,2074,97,5,114,2446
1810,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01810  Luhtajoki (Nurmijärvi),14195257,649,46,41,31146,15261518,303,21,2,9,121
1820,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01820  Haikala (Nurmijärvi),5424586,3321,612,37,30941,74382797,668,123,5,44,241
1830,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01830  Lepsämä (Nurmijärvi),35127329,2369,67,39,31475,53822382,1012,29,2,9,306
1840,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01840  Klaukkala (Nurmijärvi),8744819,3968,454,37,33240,93968136,1080,124,4,51,449
1860,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01860  Perttula (Nurmijärvi),58522619,2061,35,40,31219,47172329,957,16,2,4,210
1900,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01900  Nurmijärvi Keskus (Nurmijärvi),77693516,9033,116,42,29058,206134548,2502,32,4,60,4688
1940,Southern Finland,Uusimaa,Helsinki,Nurmijärvi,01940  Palojoki (Nurmijärvi),19584689,764,39,42,29309,16970145,363,19,2,4,71
2100,Southern Finland,Uusimaa,Helsinki,Espoo,02100  Tapiola (Espoo),1907447,5344,2802,45,37699,174658977,329,172,16,3241,6182
2110,Southern Finland,Uusimaa,Helsinki,Espoo,02110  Otsolahti (Espoo),878222,2823,3214,41,34554,82375955,140,159,20,295,259
2120,Southern Finland,Uusimaa,Helsinki,Espoo,02120  Länsikorkee-Suvikumpu (Espoo),712858,2863,4016,42,34903,84184879,141,198,20,240,171
2130,Southern Finland,Uusimaa,Helsinki,Espoo,02130  Pohjois-Tapiola (Espoo),2646566,6399,2418,40,41010,199512269,829,313,8,1389,3675
2140,Southern Finland,Uusimaa,Helsinki,Espoo,02140  Laajalahti (Espoo),2429132,3651,1503,38,37030,99425754,689,284,5,163,395
2150,Southern Finland,Uusimaa,Helsinki,Espoo,02150  Otaniemi (Espoo),2003315,4120,2057,27,13650,54465094,201,100,20,9714,19460
2160,Southern Finland,Uusimaa,Helsinki,Espoo,02160  Westend (Espoo),2067000,3138,1518,43,74943,180087689,639,309,5,296,611
2170,Southern Finland,Uusimaa,Helsinki,Espoo,02170  Haukilahti (Espoo),1942277,5806,2989,44,45872,212524106,526,271,11,517,1005
2180,Southern Finland,Uusimaa,Helsinki,Espoo,02180  Mankkaa (Espoo),3423521,7049,2059,37,42181,212762005,1484,433,5,514,1760
2200,Southern Finland,Uusimaa,Helsinki,Espoo,02200  Niittykumpu (Espoo),4513457,9639,2136,39,34119,271076958,1003,222,10,1803,8137
2210,Southern Finland,Uusimaa,Helsinki,Espoo,02210  Olari (Espoo),3621356,11613,3207,41,30085,281358949,773,213,15,525,1903
2230,Southern Finland,Uusimaa,Helsinki,Espoo,02230  Matinkylä (Espoo),5967507,21966,3681,39,32654,581830634,1543,259,14,870,5193
2240,Southern Finland,Uusimaa,Helsinki,Espoo,02240  Friisilä (Espoo),1401091,2301,1642,40,59336,102769427,649,463,4,924,1295
2250,Southern Finland,Uusimaa,Helsinki,Espoo,02250  Henttaa (Espoo),2152411,4751,2207,33,29267,104569569,354,164,13,182,392
2260,Southern Finland,Uusimaa,Helsinki,Espoo,02260  Kaitaa (Espoo),2334357,3695,1583,40,34248,95826124,563,241,7,157,366
2270,Southern Finland,Uusimaa,Helsinki,Espoo,02270  Finnoo-Eestinmalmi (Espoo),3452144,2210,640,38,38451,62020682,757,219,3,851,2939
2280,Southern Finland,Uusimaa,Helsinki,Espoo,02280  Malminmäki-Eestinlaakso (Espoo),3365630,4562,1355,36,31112,104755494,688,204,7,106,357
2290,Southern Finland,Uusimaa,Helsinki,Espoo,02290  Puolarmetsän sairaala (Espoo),166266,0,0,0,0,0,0,0,0,0,0
2300,Southern Finland,Uusimaa,Helsinki,Espoo,02300  Nöykkiönpuro (Espoo),1730780,2643,1527,37,43507,81706195,808,467,3,209,362
2320,Southern Finland,Uusimaa,Helsinki,Espoo,02320  Espoonlahti (Espoo),3071666,16536,5383,43,28107,379276558,989,322,17,686,2107
2330,Southern Finland,Uusimaa,Helsinki,Espoo,02330  Saunalahti-Kattilalaakso (Espoo),5896237,10878,1845,36,36495,292141645,1987,337,5,357,2103
2340,Southern Finland,Uusimaa,Helsinki,Espoo,02340  Latokaski (Espoo),3617720,4930,1363,36,33070,114159051,985,272,5,88,317
2360,Southern Finland,Uusimaa,Helsinki,Espoo,02360  Soukka (Espoo),4914438,9849,2004,42,33055,256474060,1163,237,8,207,1019
2380,Southern Finland,Uusimaa,Helsinki,Espoo,02380  Suvisaaristo (Espoo),8990600,642,71,45,69041,35555973,336,37,2,10,88
2390,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02390  Sarvvik (Kirkkonummi),12005670,654,54,39,56861,32296776,123,10,5,6,76
2400,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02400  Kirkkonummi Keskus (Kirkkonummi),71190787,12507,176,42,28210,278064813,2709,38,5,50,3566
2410,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02410  Gesterby (Kirkkonummi),916658,1956,2134,44,22245,36837579,174,190,11,67,61
2420,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02420  Jorvas (Kirkkonummi),49028555,1797,37,42,35804,49481094,722,15,2,29,1436
2430,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02430  Masala (Kirkkonummi),9947574,4468,449,36,27094,88597088,669,67,7,96,958
2440,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02440  Luoma (Kirkkonummi),8435586,604,72,45,39075,18794843,296,35,2,11,89
2450,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02450  Sundsberg (Kirkkonummi),4292942,2144,499,30,40614,53569783,313,73,7,29,125
2460,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02460  Kantvik (Kirkkonummi),4388139,1861,424,40,30885,43886888,438,100,4,93,407
2470,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02470  Upinniemi (Kirkkonummi),7830571,267,34,44,23846,5913747,36,5,7,82,645
2480,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02480  Porkkala (Kirkkonummi),112373251,4521,40,38,33914,113171762,1553,14,3,5,558
2490,Southern Finland,Uusimaa,Helsinki,Siuntio,02490  Pikkala (Siuntio),7888455,283,36,43,28243,6919475,113,14,3,53,417
2510,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02510  Oitmäki (Kirkkonummi),16213518,464,29,42,32084,11646552,240,15,2,3,52
2520,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02520  Lapinkylä (Kirkkonummi),17733356,789,44,44,31657,19722209,388,22,2,4,76
2540,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02540  Kylmälä (Kirkkonummi),16071748,600,37,44,35704,17530436,316,20,2,7,106
2550,Southern Finland,Uusimaa,Helsinki,Kirkkonummi,02550  Evitskog (Kirkkonummi),34440037,857,25,42,30108,19871490,405,12,2,3,106
2570,Southern Finland,Uusimaa,Helsinki,Siuntio,02570  Siuntio Kirkonkylä (Siuntio),91283112,1309,14,42,27601,28400993,703,8,2,3,238
2580,Southern Finland,Uusimaa,Helsinki,Siuntio,02580  Siuntio Asemanseutu (Siuntio),84188884,3425,41,42,29363,76638569,1401,17,2,9,724
2590,Southern Finland,Uusimaa,Helsinki,Siuntio,02590  Lappers (Siuntio),15359940,243,16,40,30501,5551151,121,8,2,4,59
2600,Southern Finland,Uusimaa,Helsinki,Espoo,02600  Etelä-Leppävaara (Espoo),4424274,13191,2982,36,28263,303998809,670,151,20,3248,14371
2610,Southern Finland,Uusimaa,Helsinki,Espoo,02610  Kilo (Espoo),2926723,6643,2270,33,27318,136618620,638,218,10,1563,4575
2620,Southern Finland,Uusimaa,Helsinki,Espoo,02620  Karakallio (Espoo),4031134,8431,2091,39,30647,191515632,1031,256,8,188,758
2630,Southern Finland,Uusimaa,Helsinki,Espoo,02630  Nihtisilta (Espoo),2712530,3527,1300,35,31067,82421515,527,194,7,1717,4658
2650,Southern Finland,Uusimaa,Helsinki,Espoo,02650  Pohjois-Leppävaara (Espoo),2648089,10983,4148,39,28791,264565042,575,217,19,1175,3112
2660,Southern Finland,Uusimaa,Helsinki,Espoo,02660  Lintuvaara (Espoo),3357279,6178,1840,36,35516,156733099,1333,397,5,182,610
2680,Southern Finland,Uusimaa,Helsinki,Espoo,02680  Uusmäki (Espoo),1321122,3339,2527,32,36752,86991300,480,363,7,64,85
