Site_ID,Vendor,Longitude,Latitude,Type,Total_Sites,Swapped_Sites,Swapped_5G
2G00001,H,25.102123,60.215256,GULN,1,1,1
2G00006,H,25.049544,60.240710,GULN,1,1,1
2G00007,H,24.992884,60.242919,GULN,1,1,1
2G00008,H,24.957164,60.288190,GULN,1,1,1
2G00009,E,24.900703,60.276558,GULN,1,0,0
2G00010,H,25.010828,60.252378,GULN,1,1,1
2G00011,H,24.907978,60.297718,GULN,1,1,1
2G00012,H,25.058187,60.270485,GULN,1,1,1
2G00014,H,23.770499,61.498624,GULN,1,1,1
2G00015,H,24.841232,60.285009,GULN,1,1,1
2G00016,H,23.779658,61.507682,GULN,1,1,1
2G00017,H,23.762999,61.485957,GULN,1,1,1
2G00018,H,23.808869,61.494236,GULN,1,1,1
2G00021,H,24.872625,60.264165,GULN,1,1,1
2G00022,H,23.735091,61.497430,GULN,1,1,1
2G00023,E,23.802469,61.501462,GULN,1,0,0
2G00024,E,24.861069,60.242890,GULN,1,0,0
2G00025,H,23.845667,61.484661,GULN,1,1,1
2G00026,H,23.841948,61.455177,GULN,1,1,1
2G00027,E,23.866833,61.471700,GULN,1,0,0
2G00028,H,25.082659,60.211006,GULN,1,1,1
2G00030,H,23.861418,61.447694,GULN,1,1,1
2G00031,H,23.986261,61.472796,GULN,1,1,1
2G00032,H,24.887452,60.233558,GUL,1,1,0
2G00033,H,24.818486,60.240149,GULN,1,1,1
2G00035,E,24.823250,60.277251,GUL,1,0,0
2G00037,H,25.133156,60.212957,GULN,1,1,1
2G00038,E,24.738620,60.242440,GUL,1,0,0
2G00040,E,24.768379,60.251172,GULN,1,0,0
2G00041,H,24.763408,60.228938,GULN,1,1,1
2G00042,H,24.807718,60.228815,GULN,1,1,1
2G00043,E,24.746482,60.225049,GUL,1,0,0
2G00044,H,25.058759,60.196108,GULN,1,1,1
2G00046,H,24.727056,60.209852,GULN,1,1,1
2G00047,E,24.752349,60.209510,GULN,1,0,0
2G00048,H,25.041445,60.176049,GULN,1,1,1
2G00049,E,25.009214,60.186679,GULN,1,0,0
2G00050,E,24.712658,60.217718,GUL,1,0,0
2G00052,E,24.955429,60.215132,GULN,1,0,0
2G00053,H,24.936254,60.228694,GULN,1,1,1
2G00054,H,24.964642,60.228127,GULN,1,1,1
2G00055,E,24.696481,60.219609,GUL,1,0,0
2G00057,H,24.712541,60.199793,GULN,1,1,1
2G00058,H,24.775883,60.192230,GULN,1,1,1
2G00059,H,23.904757,61.482091,GULN,1,1,1
2G00060,H,23.754884,61.439023,GUL,1,1,0
2G00061,H,23.764513,61.475543,GULN,1,1,1
2G00062,E,23.759015,61.452725,GUL,1,0,0
2G00063,H,24.797712,60.187914,GULN,1,1,1
2G00065,H,23.730632,61.463808,GULN,1,1,1
2G00067,H,23.612177,61.426532,GUL,1,1,0
2G00068,H,23.664779,61.454762,GULN,1,1,1
2G00069,E,23.712970,61.503242,GUL,1,0,0
2G00070,H,23.652293,61.518056,GULN,1,1,1
2G00071,H,23.598847,61.542953,GUL,1,1,0
2G00072,H,23.597160,61.555429,GULN,1,1,1
2G00073,H,23.699020,61.530157,GULN,1,1,1
2G00074,H,23.531167,61.467445,GULN,1,1,1
2G00075,H,23.482416,61.464163,GULN,1,1,1
2G00076,H,23.481154,61.477503,GULN,1,1,1
2G00077,H,24.774314,60.166648,GULN,1,1,1
2G00078,E,23.887023,61.497670,GULN,1,0,0
2G00079,H,24.081558,61.449177,GUL,1,1,0
2G00081,E,23.810653,61.362424,GUL,1,0,0
2G00082,H,24.796098,60.159791,GUL,1,1,0
2G00083,H,24.737651,60.158239,GULN,1,1,1
2G00084,H,24.722759,60.174207,GULN,1,1,1
2G00086,H,24.691232,60.147890,GULN,1,1,1
2G00087,E,24.657014,60.149732,GUL,1,0,0
2G00089,E,23.817528,61.466720,GULN,1,0,0
2G00090,E,23.923355,61.514271,GULN,1,0,0
2G00091,E,23.990395,61.529747,GULN,1,0,0
2G00093,H,24.932114,60.169708,GULN,1,1,1
2G00094,H,24.948516,60.172927,GULN,1,1,1
2G00095,H,24.958151,60.174540,GULN,1,1,1
2G00096,H,24.947047,60.182309,GULN,1,1,1
2G00097,E,24.924963,60.161917,GUL,1,0,0
2G00098,E,24.921722,60.174701,GUL,1,0,0
2G00099,E,24.945645,60.163766,GULN,1,0,0
2G00100,E,24.944621,60.158235,GUL,1,0,0
2G00101,H,24.947293,60.166819,GULN,1,1,1
2G00102,E,24.926643,60.181874,GULN,1,0,0
2G00105,E,24.601684,60.191986,GUL,1,0,0
2G00106,H,23.610609,61.504176,GULN,1,1,1
2G00107,E,24.663116,60.167842,GUL,1,0,0
2G00108,H,24.685071,60.168119,GULN,1,1,1
2G00109,E,24.529439,60.158732,GUL,1,0,0
2G00110,H,24.960955,60.187194,GULN,1,1,1
2G00111,H,24.953429,60.194515,GUL,1,1,0
2G00112,H,24.938909,60.198790,GULN,1,1,1
2G00113,H,24.883946,60.196909,GULN,1,1,1
2G00114,E,24.543255,60.137834,GUL,1,0,0
2G00115,E,24.674602,60.125717,GUL,1,0,0
2G00116,E,24.511170,60.130775,GUL,1,0,0
2G00117,E,24.455821,60.125070,GUL,1,0,0
2G00118,H,25.750991,62.244462,GULN,1,1,1
2G00120,E,25.715177,62.238363,GUL,1,0,0
2G00122,E,25.735202,62.248234,GUL,1,0,0
2G00126,E,24.393211,60.123770,GUL,1,0,0
2G00127,H,24.898300,60.203497,GULN,1,1,1
2G00129,H,25.032790,60.144116,GUL,1,1,0
2G00130,E,25.751388,62.211106,GUL,1,0,0
2G00131,H,25.719289,62.187687,GULN,1,1,1
2G00132,E,25.721149,62.217330,GUL,1,0,0
2G00133,E,25.868552,62.258119,GULN,1,0,0
2G00134,H,25.062703,60.296552,GULN,1,1,1
2G00135,H,25.033048,60.293171,GULN,1,1,1
2G00137,H,25.067501,60.322552,GULN,1,1,1
2G00138,H,25.004459,60.332784,GULN,1,1,1
2G00139,E,25.085427,60.344712,GUL,1,0,0
2G00140,H,25.092866,60.358978,GULN,1,1,1
2G00141,H,25.089217,60.383230,GULN,1,1,1
2G00142,H,25.099476,60.404572,GULN,1,1,1
2G00143,H,25.071964,60.391782,GULN,1,1,1
2G00144,H,24.986320,60.298901,GULN,1,1,1
2G00146,H,25.786888,62.275169,GULN,1,1,1
2G00147,E,25.784005,62.259703,GUL,1,0,0
2G00148,E,25.706989,62.290249,GULN,1,0,0
2G00149,E,24.855318,60.299461,GULN,1,0,0
2G00150,E,25.043313,60.348442,GULN,1,0,0
2G00151,E,25.898029,62.268321,GUL,1,0,0
2G00152,E,25.010155,60.360183,GULN,1,0,0
2G00153,H,25.102908,60.422960,GULN,1,1,1
2G00154,H,25.084128,60.408070,GULN,1,1,1
2G00155,E,25.111981,60.349479,GULN,1,0,0
2G00156,H,25.130419,60.385467,GUL,1,1,0
2G00157,E,25.679504,62.142173,GUL,1,0,0
2G00159,H,25.090268,60.472446,GULN,1,1,1
2G00160,E,25.130415,60.505742,GULN,1,0,0
2G00161,E,25.105717,60.537914,GUL,1,0,0
2G00162,E,25.694305,62.175361,GUL,1,0,0
2G00163,E,25.590190,62.034212,GUL,1,0,0
2G00164,H,25.122929,60.446855,GULN,1,1,1
2G00165,H,25.019056,60.397840,GULN,1,1,1
2G00166,H,25.006450,60.378090,GULN,1,1,1
2G00167,E,25.611111,62.086874,GUL,1,0,0
2G00168,E,25.497806,61.994102,GUL,1,0,0
2G00169,E,25.064227,60.369270,GULN,1,0,0
2G00170,E,25.375003,61.956086,GUL,1,0,0
2G00171,E,25.322924,61.884862,GUL,1,0,0
2G00172,H,25.203041,61.875519,GULN,1,1,1
2G00173,E,24.967328,60.166086,GULN,1,0,0
2G00174,E,25.059680,61.831403,GUL,1,0,0
2G00175,H,24.852471,60.179939,GULN,1,1,1
2G00176,E,24.688579,61.737999,GUL,1,0,0
2G00177,E,24.902033,61.773787,GUL,1,0,0
2G00178,E,24.616538,60.225715,GUL,1,0,0
2G00179,E,24.575658,61.702691,GUL,1,0,0
2G00180,E,24.717369,60.120407,GUL,1,0,0
2G00182,E,24.342684,61.686342,GUL,1,0,0
2G00183,H,25.068024,60.493743,GULN,1,1,1
2G00184,E,24.234755,61.651175,GUL,1,0,0
2G00185,E,24.115746,61.580094,GUL,1,0,0
2G00186,E,23.872484,61.341571,GUL,1,0,0
2G00187,E,23.978119,61.271244,GUL,1,0,0
2G00188,E,23.814556,61.290385,GUL,1,0,0
2G00189,E,23.936130,61.157268,GUL,1,0,0
2G00190,E,24.067154,61.202046,GUL,1,0,0
2G00191,E,24.117392,61.117303,GUL,1,0,0
2G00193,H,23.768278,61.503900,GULN,1,1,1
2G00194,E,24.861708,60.499622,GUL,1,0,0
2G00195,E,24.831503,60.451557,GUL,1,0,0
2G00196,E,24.801640,60.363107,GUL,1,0,0
2G00197,H,25.075476,60.508077,GULN,1,1,1
2G00198,E,25.138635,60.466250,GULN,1,0,0
2G00199,H,23.677010,61.472125,GULN,1,1,1
2G00200,E,24.764502,60.282320,GUL,1,0,0
2G00201,E,24.656074,60.220850,GUL,1,0,0
2G00203,H,24.926822,60.173021,GULN,1,1,1
2G00205,H,24.943144,60.185320,GULN,1,1,1
2G00206,H,24.963709,60.205326,GULN,1,1,1
2G00207,H,24.928522,60.196410,GULN,1,1,1
2G00208,H,24.923267,60.204492,UL,1,1,0
2G00210,H,24.851241,60.228000,GULN,1,1,1
2G00212,H,24.750975,60.183456,GULN,1,1,1
2G00213,E,24.631350,60.208653,GUL,1,0,0
2G00215,H,24.957942,60.236548,GULN,1,1,1
2G00216,H,24.827878,60.170061,GULN,1,1,1
2G00217,E,24.936582,60.159404,GULN,1,0,0
2G00219,H,24.962688,60.168826,GULN,1,1,1
2G00221,H,24.916291,60.185583,GULN,1,1,1
2G00222,H,24.912967,60.190776,GULN,1,1,1
2G00223,H,24.904853,60.215627,GULN,1,1,1
2G00224,H,24.814147,60.210921,GULN,1,1,1
2G00225,H,24.928707,60.238681,GULN,1,1,1
2G00226,H,24.949130,60.247774,GULN,1,1,1
2G00227,E,25.008963,60.267313,GULN,1,0,0
2G00229,H,24.945236,60.296925,GULN,1,1,1
2G00230,E,25.101603,60.305071,GUL,1,0,0
2G00231,E,24.864041,60.161025,GULN,1,0,0
2G00232,H,24.869239,60.204174,GULN,1,1,1
2G00233,H,24.976305,60.188049,GULN,1,1,1
2G00234,H,25.025978,60.192238,GULN,1,1,1
2G00235,H,24.870747,60.222665,GULN,1,1,1
2G00237,H,24.950204,60.263536,GULN,1,1,1
2G00238,H,24.852540,60.260842,GULN,1,1,1
2G00239,H,24.813936,60.221956,GULN,1,1,1
2G00241,H,24.994643,60.224183,GUL,1,1,0
2G00243,H,24.774120,60.219049,GULN,1,1,1
2G00244,H,25.066624,60.160091,GUL,1,1,0
2G00245,E,24.061968,61.487000,GULN,1,0,0
2G00246,H,23.946117,61.476870,GULN,1,1,1
2G00247,E,23.849230,61.444789,GULN,1,0,0
2G00248,E,23.752378,61.502740,GUL,1,0,0
2G00249,H,23.592286,61.490671,GUL,1,1,0
2G00250,H,25.128514,60.332334,GULN,1,1,1
2G00253,E,24.272441,61.080115,GUL,1,0,0
2G00254,E,23.814826,61.196372,GUL,1,0,0
2G00255,E,23.839079,61.253249,GUL,1,0,0
2G00256,E,24.791352,61.745988,GUL,1,0,0
2G00275,H,24.751040,60.217303,GUL,1,1,0
2G00287,E,25.811612,62.237956,GUL,1,0,0
2G00500,E,25.745127,62.243139,GUL,1,0,0
2G00501,H,23.814010,62.998848,GULN,1,1,1
2G00502,E,23.626614,63.228576,GUL,1,0,0
2G00503,E,23.851535,63.133466,GUL,1,0,0
2G00505,E,23.923330,62.829776,GUL,1,0,0
2G00506,E,23.575316,63.009813,GUL,1,0,0
2G00507,E,23.727982,62.936680,GUL,1,0,0
2G00508,E,23.919671,63.210436,GUL,1,0,0
2G00509,E,23.525188,63.145654,GUL,1,0,0
2G00510,E,23.893594,63.026760,GUL,1,0,0
2G00511,E,24.236069,62.865088,GUL,1,0,0
2G00512,E,23.559472,62.964594,GUL,1,0,0
2G00514,E,23.849728,63.087531,GUL,1,0,0
2G00515,E,24.177617,62.931660,GUL,1,0,0
2G00516,E,24.253541,62.716363,G,1,0,0
2G00517,E,23.830960,63.157371,GUL,1,0,0
2G00519,E,23.973475,62.958859,GUL,1,0,0
2G00522,E,23.788631,63.008613,GUL,1,0,0
2G00523,E,23.932867,62.794061,GUL,1,0,0
2G00524,E,23.652277,63.000858,GUL,1,0,0
2G01501,E,22.322695,61.252054,GUL,1,0,0
2G01502,E,22.730765,61.184202,GUL,1,0,0
2G01503,E,22.353932,61.274255,GUL,1,0,0
2G01504,E,22.566874,61.174035,GUL,1,0,0
2G01505,E,22.664222,61.116473,GUL,1,0,0
2G01506,E,22.692500,61.180731,GUL,1,0,0
2G01507,E,22.788099,61.135922,GUL,1,0,0
2G01508,E,22.550108,61.475413,GUL,1,0,0
2G01509,E,22.440649,61.341672,GUL,1,0,0
2G01510,E,22.700052,61.177384,GUL,1,0,0
2G01511,E,22.715831,61.178425,L,1,0,0
2G01513,E,22.694909,61.180278,U,1,0,0
2G02001,E,24.612292,61.027916,GUL,1,0,0
2G02002,E,25.060717,61.181524,GUL,1,0,0
2G02003,E,24.399782,61.189879,GUL,1,0,0
2G02004,E,24.822278,61.098747,GUL,1,0,0
2G02005,E,24.992261,61.062502,GUL,1,0,0
2G02006,E,24.607493,61.170141,GUL,1,0,0
2G02007,E,24.564490,60.886103,GUL,1,0,0
2G02008,H,24.263642,61.321071,GULN,1,1,1
2G02009,E,24.262055,61.385258,GUL,1,0,0
2G02010,E,24.057040,61.260285,GUL,1,0,0
2G02011,E,23.692646,61.155503,GUL,1,0,0
2G02012,E,23.764663,61.258950,GUL,1,0,0
2G02013,E,23.765157,61.321032,GUL,1,0,0
2G02015,E,24.444511,61.022417,GUL,1,0,0
2G02016,H,24.460959,60.996372,GULN,1,1,1
2G02017,E,24.621011,60.948570,GUL,1,0,0
2G02018,E,24.367539,61.052547,GUL,1,0,0
2G02020,E,24.449312,60.986379,GUL,1,0,0
2G02021,H,24.476953,61.001326,GULN,1,1,1
2G02023,E,24.484400,61.004707,GUL,1,0,0
2G02024,E,24.417549,60.985182,GUL,1,0,0
2G02025,E,24.513593,61.009704,GUL,1,0,0
2G02026,H,24.454794,60.998286,GULN,1,1,1
2G02027,E,24.595414,60.930474,GUL,1,0,0
2G02028,E,24.500664,60.983515,GUL,1,0,0
2G02029,E,24.515422,60.986303,GUL,1,0,0
2G02030,E,24.446964,60.995353,GUL,1,0,0
2G02031,E,24.463399,60.999400,GUL,1,0,0
2G02032,E,24.441706,61.012429,GUL,1,0,0
2G02033,E,24.649627,60.915893,GUL,1,0,0
2G02034,E,24.539608,60.970515,GUL,1,0,0
2G02035,H,24.389446,60.978622,GULN,1,1,1
2G02036,E,24.425211,60.972761,GUL,1,0,0
2G02037,E,24.344279,61.061236,GUL,1,0,0
2G02038,E,24.498141,60.959404,GUL,1,0,0
2G02039,E,24.477267,61.015317,GULN,1,0,0
2G02040,E,24.442305,61.002918,GUL,1,0,0
2G02041,E,24.497915,61.009055,GUL,1,0,0
2G02042,E,24.404889,61.063942,GUL,1,0,0
2G02043,E,24.360585,61.041254,GUL,1,0,0
2G02044,E,24.446356,61.049660,GUL,1,0,0
2G02045,E,24.441682,60.986064,GUL,1,0,0
2G02046,E,24.444100,60.964022,GUL,1,0,0
2G02047,E,24.427513,60.997104,GUL,1,0,0
2G02048,E,24.420704,61.010115,GUL,1,0,0
2G02052,E,24.477087,60.997780,GUL,1,0,0
2G02054,E,24.497991,61.003397,GUL,1,0,0
2G02055,E,24.401028,61.010411,GUL,1,0,0
2G02056,E,24.544171,60.908243,GUL,1,0,0
2G02058,E,24.390853,61.002714,GUL,1,0,0
2G02059,E,24.461999,60.995157,GUL,1,0,0
2G02060,E,24.489557,60.993989,GUL,1,0,0
2G02061,E,24.373439,60.937366,GUL,1,0,0
2G02062,E,24.216508,60.932821,GUL,1,0,0
2G02063,E,24.327803,60.830242,GUL,1,0,0
2G02064,E,24.076293,60.834696,GUL,1,0,0
2G02065,E,24.168011,60.778499,GUL,1,0,0
2G02066,E,24.709504,60.891821,GUL,1,0,0
2G02068,E,24.366234,60.745337,GUL,1,0,0
2G02069,E,25.059036,61.278362,GUL,1,0,0
2G02070,E,24.366304,61.473612,GUL,1,0,0
2G02071,E,24.680858,61.372972,GUL,1,0,0
2G02072,E,24.580629,61.500965,GUL,1,0,0
2G02073,E,24.403760,61.086107,GUL,1,0,0
2G02074,E,23.844512,61.171199,GULN,1,0,0
2G02075,E,24.905674,61.519007,GUL,1,0,0
2G02076,E,24.383437,61.331166,GUL,1,0,0
2G02077,E,24.229209,61.252576,GUL,1,0,0
2G02078,E,24.258891,60.986090,GUL,1,0,0
2G02080,E,24.705006,60.938504,GUL,1,0,0
2G02081,E,24.935752,61.144839,GUL,1,0,0
2G02082,E,24.900636,61.013275,GUL,1,0,0
2G02083,E,24.264760,61.052003,GUL,1,0,0
2G02084,E,24.302986,60.892387,GUL,1,0,0
2G02085,E,24.461233,60.722476,GUL,1,0,0
2G02086,E,24.719480,60.260967,GUL,1,0,0
2G02087,E,24.657033,60.204132,GUL,1,0,0
2G02090,E,23.460246,61.219357,GUL,1,0,0
2G02091,E,24.697233,61.265833,GUL,1,0,0
2G02092,E,25.154884,61.089032,GUL,1,0,0
2G02093,E,24.509121,60.610596,GUL,1,0,0
2G02095,E,24.637014,60.147993,GUL,1,0,0
2G02096,H,24.909210,60.164490,LN,1,1,1
2G02112,E,23.908382,61.229259,GUL,1,0,0
2G02113,E,23.891900,61.395115,GUL,1,0,0
2G02114,E,24.511099,61.387188,GUL,1,0,0
2G02115,E,24.777922,60.333781,GUL,1,0,0
2G02118,E,24.561926,61.169938,GUL,1,0,0
2G02125,E,24.496693,61.139582,GUL,1,0,0
2G02133,E,24.404938,61.035494,GUL,1,0,0
2G02300,H,24.723413,60.162154,GULN,1,1,1
2G02303,H,24.856381,60.218697,GULN,1,1,1
2G02305,H,24.709329,60.174425,GUL,1,1,0
2G02308,H,24.870942,60.207138,GULN,1,1,1
2G02309,H,24.920781,60.187594,GULN,1,1,1
2G02310,E,24.899647,60.194568,GULN,1,0,0
2G02311,E,24.925889,60.151225,GUL,1,0,0
2G02400,H,24.750468,60.168455,GULN,1,1,1
2G02401,H,24.901969,60.188717,GULN,1,1,1
2G02402,H,24.925845,60.199766,GULN,1,1,1
2G02403,H,24.878157,60.216981,GULN,1,1,1
2G02404,E,24.762123,60.241303,GUL,1,0,0
2G02405,E,23.937595,61.058919,GUL,1,0,0
2G02406,E,24.050295,60.974858,GUL,1,0,0
2G02407,E,24.522934,61.022802,GUL,1,0,0
2G02408,E,24.045790,61.364677,GUL,1,0,0
2G02409,E,24.194411,61.397561,GUL,1,0,0
2G02410,H,23.746712,61.338634,GULN,1,1,1
2G02412,E,23.608191,61.301376,GUL,1,0,0
2G02414,E,23.640570,61.367670,GUL,1,0,0
2G02415,E,24.078353,61.318791,GUL,1,0,0
2G02416,H,24.686782,60.371219,GULN,1,1,1
2G02419,E,24.915336,60.165089,GUL,1,0,0
2G02501,E,22.880120,60.541792,GUL,1,0,0
2G02503,E,22.924065,60.656374,GUL,1,0,0
2G02506,E,23.161672,60.613537,G,1,0,0
2G02507,E,22.756502,60.580156,GUL,1,0,0
2G02508,E,22.695113,60.622680,GUL,1,0,0
2G02509,E,22.732279,60.556015,GUL,1,0,0
2G02510,E,22.558111,60.541515,GUL,1,0,0
2G02513,E,23.020364,60.650466,GUL,1,0,0
2G02515,E,22.656833,60.512954,GUL,1,0,0
2G02516,E,23.084227,60.754128,GUL,1,0,0
2G02517,E,22.640475,60.587575,GUL,1,0,0
2G02518,E,22.631805,60.646378,GUL,1,0,0
2G02519,H,22.456339,60.581630,GUL,1,1,0
2G02520,E,22.876401,60.589579,GUL,1,0,0
2G02521,E,23.118906,60.665426,GUL,1,0,0
2G03040,E,26.497565,63.376568,GUL,1,0,0
2G03043,E,26.306823,63.385373,GUL,1,0,0
2G03049,E,26.700469,63.378843,GUL,1,0,0
2G03501,E,23.020657,62.009719,GUL,1,0,0
2G03502,E,23.057794,61.772494,GUL,1,0,0
2G03503,E,23.141854,61.721259,GUL,1,0,0
2G03504,E,22.928341,62.233731,GUL,1,0,0
2G03505,E,22.937604,61.855620,GUL,1,0,0
2G03506,E,23.000003,61.923943,GUL,1,0,0
2G03507,E,23.045955,62.077025,GUL,1,0,0
2G03508,E,23.214313,62.201682,GUL,1,0,0
2G03509,E,23.105762,62.143871,GUL,1,0,0
2G03510,E,22.712023,61.921243,GUL,1,0,0
2G03511,E,23.317098,61.982144,GUL,1,0,0
2G03512,E,23.176567,61.650454,GUL,1,0,0
2G03513,E,22.840550,62.071042,GUL,1,0,0
2G03514,E,22.924716,61.723507,GUL,1,0,0
2G03515,E,23.123518,62.009603,GUL,1,0,0
2G03516,E,23.081465,61.756837,GUL,1,0,0
2G03517,E,23.081075,61.774794,GUL,1,0,0
2G03518,E,23.421818,61.584687,GUL,1,0,0
2G03519,E,23.313071,61.608297,GUL,1,0,0
2G03520,E,23.610703,61.686157,GUL,1,0,0
2G03521,H,23.622996,61.584079,GULN,1,1,1
2G03522,E,22.917659,61.976700,GUL,1,0,0
2G03523,E,23.298778,62.140185,GUL,1,0,0
2G03524,E,23.264642,61.731404,GUL,1,0,0
2G03525,E,23.154900,61.813898,GUL,1,0,0
2G03526,E,23.255394,61.533056,GUL,1,0,0
2G03527,E,23.612597,61.632668,GUL,1,0,0
2G03528,E,23.487091,61.667269,GUL,1,0,0
2G03530,E,23.029348,62.028127,GUL,1,0,0
2G03531,E,23.218989,62.300185,GUL,1,0,0
2G03532,E,23.133832,61.943409,GUL,1,0,0
2G03535,E,22.970978,61.595665,GUL,1,0,0
2G03536,E,23.383233,61.753522,GUL,1,0,0
2G03537,E,23.277794,61.881078,GUL,1,0,0
2G03538,E,23.036655,62.243433,GUL,1,0,0
2G03539,E,22.994761,62.022093,GUL,1,0,0
2G03540,E,22.996526,61.783128,GUL,1,0,0
2G03541,H,23.550584,61.589439,GUL,1,1,0
2G03543,E,23.177254,62.205607,GUL,1,0,0
2G03544,E,23.222918,61.666923,GUL,1,0,0
2G03545,E,22.860603,61.777752,GUL,1,0,0
2G03546,E,23.326778,61.826515,GUL,1,0,0
2G03547,E,23.114376,61.586159,GUL,1,0,0
2G03549,E,23.179898,61.668155,GUL,1,0,0
2G03550,E,23.020847,61.776358,GUL,1,0,0
2G03551,E,23.069162,61.764512,GUL,1,0,0
2G03552,E,22.975232,62.140753,GUL,1,0,0
2G03553,E,22.857504,61.633154,GUL,1,0,0
2G03554,E,23.200466,61.641450,GUL,1,0,0
2G04003,E,22.663810,63.667468,GUL,1,0,0
2G04004,E,22.733357,63.687341,GUL,1,0,0
2G04005,H,22.729204,63.647052,GULN,1,1,1
2G04006,E,22.702758,63.677439,GUL,1,0,0
2G04007,E,22.581821,63.576897,GUL,1,0,0
2G04008,E,22.543431,63.525826,GUL,1,0,0
2G04009,E,22.916707,63.675192,GUL,1,0,0
2G04010,E,22.912013,63.632517,GUL,1,0,0
2G04011,E,22.744678,63.600514,GUL,1,0,0
2G04012,E,22.690136,63.520880,GUL,1,0,0
2G04013,E,22.579336,63.453872,GUL,1,0,0
2G04014,E,22.450298,63.391400,GUL,1,0,0
2G04015,E,22.583736,63.728116,GUL,1,0,0
2G04016,E,22.492583,63.611863,GUL,1,0,0
2G04017,E,22.705016,63.675898,GUL,1,0,0
2G04018,E,22.631762,63.393388,GUL,1,0,0
2G04019,E,22.749415,63.757637,GUL,1,0,0
2G04020,E,22.778763,63.803869,GUL,1,0,0
2G04023,E,22.832517,63.824309,GUL,1,0,0
2G04024,E,22.779468,63.657069,GUL,1,0,0
2G04025,H,22.698048,63.656451,GULN,1,1,1
2G04026,E,23.044271,63.600443,GUL,1,0,0
2G04027,E,22.464102,63.328565,GUL,1,0,0
2G04028,E,22.446285,63.453279,GUL,1,0,0
2G04029,E,22.305850,63.502500,GUL,1,0,0
2G04030,E,22.252476,63.419285,GUL,1,0,0
2G04031,E,22.717989,63.844319,GUL,1,0,0
2G04032,E,22.512132,63.511100,GUL,1,0,0
2G04033,E,22.678743,63.809977,GUL,1,0,0
2G04034,E,22.582219,63.656171,GUL,1,0,0
2G04035,E,22.754660,63.713573,GUL,1,0,0
2G04036,E,22.698226,63.356292,GUL,1,0,0
2G04037,E,22.746449,63.673534,GUL,1,0,0
2G04038,E,22.707712,63.690173,GUL,1,0,0
2G04039,E,23.110094,63.617000,GUL,1,0,0
2G04040,E,23.005744,63.617764,GUL,1,0,0
2G04041,E,22.650099,63.596687,GUL,1,0,0
2G04042,E,23.473357,63.366279,GUL,1,0,0
2G04043,E,22.760017,63.666735,GUL,1,0,0
2G04044,E,22.840565,63.627264,GUL,1,0,0
2G04045,E,22.710725,63.701042,GUL,1,0,0
2G04047,E,22.960093,63.514292,GUL,1,0,0
2G04048,E,22.685742,63.671913,GUL,1,0,0
2G04050,E,22.666112,63.688287,GUL,1,0,0
2G04051,E,22.705135,63.673645,UL,1,0,0
2G04053,E,22.716564,63.672233,GUL,1,0,0
2G04054,E,22.693241,63.667589,GUL,1,0,0
2G04100,E,23.186488,63.518616,GUL,1,0,0
2G04101,E,23.427467,63.393432,GUL,1,0,0
2G04102,E,22.891644,63.559695,GUL,1,0,0
2G04103,E,23.539423,63.456378,GUL,1,0,0
2G04104,E,23.574041,63.331466,GUL,1,0,0
2G04105,E,23.005288,63.480706,GUL,1,0,0
2G04106,E,23.039485,63.381841,GUL,1,0,0
2G04107,E,22.861751,63.447779,G,1,0,0
2G04306,E,22.700786,63.717106,UL,1,0,0
2G05001,E,22.722241,61.776641,GUL,1,0,0
2G05002,E,22.369331,61.812480,GUL,1,0,0
2G05003,E,22.386027,61.808276,GUL,1,0,0
2G05004,E,22.438550,61.798379,GUL,1,0,0
2G05005,E,22.395420,61.804707,GUL,1,0,0
2G05006,E,22.217661,61.784409,GUL,1,0,0
2G05007,E,22.370586,61.799374,GUL,1,0,0
2G05008,E,22.474549,61.847789,GUL,1,0,0
2G05009,E,22.758477,61.485959,GUL,1,0,0
2G05010,E,22.278750,61.985029,GUL,1,0,0
2G05011,E,22.267858,62.079341,GUL,1,0,0
2G05012,E,22.504619,62.071305,GUL,1,0,0
2G05013,E,22.568143,62.123318,GUL,1,0,0
2G05014,E,22.510790,61.942390,GUL,1,0,0
2G05015,E,22.527097,61.782279,GUL,1,0,0
2G05016,E,22.593209,61.604480,GUL,1,0,0
2G05017,E,22.773616,61.554462,GUL,1,0,0
2G05018,E,22.706547,61.821176,GUL,1,0,0
2G05019,E,22.309239,61.885326,GUL,1,0,0
2G05022,E,22.369332,61.812480,U,1,0,0
2G05023,E,22.396155,61.736682,GUL,1,0,0
2G05501,E,24.409524,60.083682,GUL,1,0,0
2G05502,E,24.205274,60.085479,GUL,1,0,0
2G05503,E,22.970653,59.824752,GULN,1,0,0
2G05504,E,24.005315,60.048484,GUL,1,0,0
2G05505,E,24.087230,60.061673,GUL,1,0,0
2G05506,E,23.929638,60.055247,GUL,1,0,0
2G05507,E,23.638163,60.064930,GUL,1,0,0
2G05509,E,23.194521,59.884255,GUL,1,0,0
2G05510,E,23.787214,60.108779,GUL,1,0,0
2G05511,E,23.583146,60.027057,GUL,1,0,0
2G05513,E,23.331076,59.931529,GUL,1,0,0
2G05514,E,23.821380,60.064171,GUL,1,0,0
2G05515,E,23.073978,59.865089,GUL,1,0,0
2G05516,E,23.443703,59.975828,GUL,1,0,0
2G05517,E,24.367258,60.030767,GUL,1,0,0
2G05518,E,23.469718,59.984625,GUL,1,0,0
